subject;age;sex;handiness;eyesight;colorVision;expertise;session;stimulusSet;trialNumber;change;rotation;mirror;objectID;dimensionality;nUnits;compression;iv8;iv9;answer;timeout;accuracy;time;dualTaskString;dualTaskResponse;dualTaskAcc;nameImage1;nameImage2;timeStamp;nPracticeRuns
46;18;f;r;i;n;n;1;series1c;0;1;10;0;3;1;8;nc;0;0;9;0;0;1.57621527533;RMZK;-99;-99;1d_8u_nc_s_c.png;1d_8u_nc_d_c.png;165.991639388;1
46;18;f;r;i;n;n;1;series1c;1;0;10;0;7;3;6;nc;0;0;9;0;1;0.842203798471;GSDH;-99;-99;3d_6u_nc_s_g.png;3d_6u_nc_s_g.png;173.28621285;1
46;18;f;r;i;n;n;1;series1c;2;1;-10;0;1;3;4;nc;0;0;1;0;1;0.701914452424;SMYF;-99;-99;3d_4u_nc_s_a.png;3d_4u_nc_d_a.png;180.764628344;1
46;18;f;r;i;n;n;1;series1c;3;0;10;0;5;3;4;nc;0;0;1;0;0;0.616063076421;CBQZ;-99;-99;3d_4u_nc_s_e.png;3d_4u_nc_s_e.png;187.758361895;1
46;18;f;r;i;n;n;1;series1c;4;1;10;0;2;2;4;nc;0;0;1;0;1;0.945341642364;GPRW;-99;-99;2d_4u_nc_s_b.png;2d_4u_nc_d_b.png;195.763132788;1
46;18;f;r;i;n;n;1;series1c;5;0;-10;0;3;2;6;nc;0;0;9;0;1;1.10228356149;KQVB;-99;-99;2d_6u_nc_s_c.png;2d_6u_nc_s_c.png;203.133038692;1
46;18;f;r;i;n;n;1;series1c;6;1;10;0;4;3;8;nc;0;0;9;0;0;1.06847636815;DWSL;DWSL;1;3d_8u_nc_s_d.png;3d_8u_nc_d_d.png;214.521812914;1
46;18;f;r;i;n;n;1;series1c;7;0;-10;0;3;2;4;nc;0;0;9;0;1;0.781118593528;DSXF;-99;-99;2d_4u_nc_s_c.png;2d_4u_nc_s_c.png;221.615897545;1
46;18;f;r;i;n;n;1;series1c;8;0;-10;0;4;1;6;nc;0;0;9;0;1;0.685831294162;RHZN;-99;-99;1d_6u_nc_s_d.png;1d_6u_nc_s_d.png;228.643105623;1
46;18;f;r;i;n;n;1;series1c;9;0;-10;0;7;2;6;nc;0;0;9;0;1;0.677451113763;NGKT;NGKT;1;2d_6u_nc_s_g.png;2d_6u_nc_s_g.png;238.920746777;1
46;18;f;r;i;n;n;1;series1c;10;0;10;0;2;1;6;nc;0;0;9;0;1;0.85784233216;KXVR;-99;-99;1d_6u_nc_s_b.png;1d_6u_nc_s_b.png;246.558023839;1
46;18;f;r;i;n;n;1;series1c;11;1;10;0;1;2;6;nc;0;0;1;0;1;0.990931709995;TSDC;-99;-99;2d_6u_nc_s_a.png;2d_6u_nc_d_a.png;253.710562178;1
46;18;f;r;i;n;n;1;series1c;12;0;10;0;2;3;6;nc;0;0;9;0;1;0.787338847644;KFQR;KFQR;1;3d_6u_nc_s_b.png;3d_6u_nc_s_b.png;264.364113593;1
46;18;f;r;i;n;n;1;series1c;13;0;-10;0;3;1;8;nc;0;0;9;0;1;0.803444140882;XKVG;-99;-99;1d_8u_nc_s_c.png;1d_8u_nc_s_c.png;271.265972163;1
46;18;f;r;i;n;n;1;series1c;14;0;10;0;6;3;4;nc;0;0;9;0;1;0.656178742996;HSNV;-99;-99;3d_4u_nc_s_f.png;3d_4u_nc_s_f.png;277.950522514;1
46;18;f;r;i;n;n;1;series1c;15;1;10;0;1;2;8;nc;0;0;1;0;1;0.551887954585;GHBX;-99;-99;2d_8u_nc_s_a.png;2d_8u_nc_d_a.png;284.434618681;1
46;18;f;r;i;n;n;1;series1c;16;0;10;0;7;3;4;nc;0;0;9;0;1;0.786823326838;TFYZ;-99;-99;3d_4u_nc_s_g.png;3d_4u_nc_s_g.png;291.169369916;1
46;18;f;r;i;n;n;1;series1c;17;0;10;0;1;3;8;nc;0;0;9;0;1;1.03124819556;ZQXG;-99;-99;3d_8u_nc_s_a.png;3d_8u_nc_s_a.png;298.071347181;1
46;18;f;r;i;n;n;1;series1c;18;1;-10;0;7;1;4;nc;0;0;1;0;1;0.806279665732;NSFR;-99;-99;1d_4u_nc_s_g.png;1d_4u_nc_d_g.png;305.006665841;1
46;18;f;r;i;n;n;1;series1c;19;1;10;0;3;2;8;nc;0;0;1;0;1;0.950456109189;QGNS;-99;-99;2d_8u_nc_s_c.png;2d_8u_nc_d_c.png;312.092289131;1
46;18;f;r;i;n;n;1;series1c;20;1;-10;0;2;1;8;nc;0;0;1;0;1;1.93319626746;BJYK;-99;-99;1d_8u_nc_s_b.png;1d_8u_nc_d_b.png;320.055281666;1
46;18;f;r;i;n;n;1;series1c;21;0;-10;0;1;1;4;nc;0;0;1;0;0;1.46122141537;FLGH;-99;-99;1d_4u_nc_s_a.png;1d_4u_nc_s_a.png;327.851205684;1
46;18;f;r;i;n;n;1;series1c;22;0;-10;0;4;3;6;nc;0;0;9;0;1;1.59089173871;VFXR;-99;-99;3d_6u_nc_s_d.png;3d_6u_nc_s_d.png;335.638813359;1
46;18;f;r;i;n;n;1;series1c;23;0;-10;0;4;3;8;nc;0;0;9;0;1;1.06756049267;QFRC;-99;-99;3d_8u_nc_s_d.png;3d_8u_nc_s_d.png;342.891611671;1
46;18;f;r;i;n;n;1;series1c;24;0;10;0;8;3;6;nc;0;0;9;0;1;0.659340839135;CWHZ;-99;-99;3d_6u_nc_s_h.png;3d_6u_nc_s_h.png;350.01079097;1
46;18;f;r;i;n;n;1;series1c;25;1;-10;0;1;1;6;nc;0;0;1;0;1;1.31208769564;NCXK;-99;-99;1d_6u_nc_s_a.png;1d_6u_nc_d_a.png;357.497620328;1
46;18;f;r;i;n;n;1;series1c;26;1;-10;0;1;2;4;nc;0;0;1;0;1;0.641938563494;MFNJ;-99;-99;2d_4u_nc_s_a.png;2d_4u_nc_d_a.png;364.29120381;1
46;18;f;r;i;n;n;1;series1c;27;0;-10;0;1;3;6;nc;0;0;9;0;1;0.81606493704;DZWY;-99;-99;3d_6u_nc_s_a.png;3d_6u_nc_s_a.png;371.083990753;1
46;18;f;r;i;n;n;1;series1c;28;1;10;0;4;2;4;nc;0;0;1;0;1;1.31979003194;WPNZ;-99;-99;2d_4u_nc_s_d.png;2d_4u_nc_d_d.png;378.36190266;1
46;18;f;r;i;n;n;1;series1c;29;1;-10;0;6;3;4;nc;0;0;1;0;1;0.86689169507;TKPG;TKPG;1;3d_4u_nc_s_f.png;3d_4u_nc_d_f.png;389.851140562;1
46;18;f;r;i;n;n;1;series1c;30;0;-10;0;1;2;6;nc;0;0;9;0;1;0.8144753878;QDGF;-99;-99;2d_6u_nc_s_a.png;2d_6u_nc_s_a.png;396.853272579;1
46;18;f;r;i;n;n;1;series1c;31;0;10;0;8;3;4;nc;0;0;9;0;1;0.999994225625;TVHZ;-99;-99;3d_4u_nc_s_h.png;3d_4u_nc_s_h.png;403.763445886;1
46;18;f;r;i;n;n;1;series1c;32;1;-10;0;7;2;4;nc;0;0;1;0;1;0.976536264818;JGCB;-99;-99;2d_4u_nc_s_g.png;2d_4u_nc_d_g.png;410.673990356;1
46;18;f;r;i;n;n;1;series1c;33;0;10;0;6;3;8;nc;0;0;9;0;1;0.79674750322;HQKL;-99;-99;3d_8u_nc_s_f.png;3d_8u_nc_s_f.png;417.349936611;1
46;18;f;r;i;n;n;1;series1c;34;1;-10;0;8;2;6;nc;0;0;1;0;1;0.86916197557;MRKV;MRKV;1;2d_6u_nc_s_h.png;2d_6u_nc_d_h.png;428.504853338;1
46;18;f;r;i;n;n;1;series1c;35;0;10;0;2;1;8;nc;0;0;9;0;1;0.814650222193;NMHV;-99;-99;1d_8u_nc_s_b.png;1d_8u_nc_s_b.png;435.540544893;1
46;18;f;r;i;n;n;1;series1c;36;1;-10;0;3;2;4;nc;0;0;1;0;1;1.03216375021;LPJC;-99;-99;2d_4u_nc_s_c.png;2d_4u_nc_d_c.png;442.484156156;1
46;18;f;r;i;n;n;1;series1c;37;0;-10;0;4;1;8;nc;0;0;9;0;1;1.48802208109;RYPM;RYPM;1;1d_8u_nc_s_d.png;1d_8u_nc_s_d.png;453.822914274;1
46;18;f;r;i;n;n;1;series1c;38;1;-10;0;8;1;8;nc;0;0;9;0;0;1.41949983896;SZMJ;-99;-99;1d_8u_nc_s_h.png;1d_8u_nc_d_h.png;461.577042611;1
46;18;f;r;i;n;n;1;series1c;39;0;10;0;7;1;6;nc;0;0;9;0;1;1.07066901575;DFHR;DFHR;1;1d_6u_nc_s_g.png;1d_6u_nc_s_g.png;472.447938815;1
46;18;f;r;i;n;n;1;series1c;40;0;-10;0;4;2;4;nc;0;0;9;0;1;1.46967987024;VQGT;VQGT;1;2d_4u_nc_s_d.png;2d_4u_nc_s_d.png;484.956504416;1
46;18;f;r;i;n;n;1;series1c;41;0;-10;0;2;1;4;nc;0;0;9;0;1;0.801189258695;DRNQ;-99;-99;1d_4u_nc_s_b.png;1d_4u_nc_s_b.png;492.192690255;1
46;18;f;r;i;n;n;1;series1c;42;0;10;0;3;1;4;nc;0;0;9;0;1;0.470296442101;LRNW;-99;-99;1d_4u_nc_s_c.png;1d_4u_nc_s_c.png;498.501208763;1
46;18;f;r;i;n;n;1;series1c;43;0;10;0;6;1;8;nc;0;0;9;0;1;1.20049139683;FBGL;FBGL;1;1d_8u_nc_s_f.png;1d_8u_nc_s_f.png;509.046253476;1
46;18;f;r;i;n;n;1;series1c;44;1;10;0;8;3;4;nc;0;0;1;0;1;0.952790549083;JMBZ;-99;-99;3d_4u_nc_s_h.png;3d_4u_nc_d_h.png;516.207157559;1
46;18;f;r;i;n;n;1;series1c;45;1;-10;0;5;3;8;nc;0;0;1;0;1;1.02763634193;KFYQ;-99;-99;3d_8u_nc_s_e.png;3d_8u_nc_d_e.png;523.16751988;1
46;18;f;r;i;n;n;1;series1c;46;0;10;0;1;2;8;nc;0;0;9;0;1;1.4425593699;FLGD;-99;-99;2d_8u_nc_s_a.png;2d_8u_nc_s_a.png;530.545606108;1
46;18;f;r;i;n;n;1;series1c;47;1;10;0;6;1;8;nc;0;0;9;0;0;1.68041142856;PJCX;PJCX;1;1d_8u_nc_s_f.png;1d_8u_nc_d_f.png;542.101720884;1
46;18;f;r;i;n;n;1;series1c;48;1;10;0;4;1;8;nc;0;0;1;0;1;0.764808631735;YHWZ;-99;-99;1d_8u_nc_s_d.png;1d_8u_nc_d_d.png;548.978512374;1
46;18;f;r;i;n;n;1;series1c;49;0;10;0;4;2;8;nc;0;0;9;0;1;0.813751990558;JXHZ;-99;-99;2d_8u_nc_s_d.png;2d_8u_nc_s_d.png;555.955553253;1
46;18;f;r;i;n;n;1;series1c;50;1;-10;0;2;1;6;nc;0;0;1;0;1;0.668650368461;CGFB;-99;-99;1d_6u_nc_s_b.png;1d_6u_nc_d_b.png;562.598357327;1
46;18;f;r;i;n;n;1;series1c;51;1;-10;0;1;1;4;nc;0;0;1;0;1;1.25282654254;CDVW;-99;-99;1d_4u_nc_s_a.png;1d_4u_nc_d_a.png;569.750968807;1
46;18;f;r;i;n;n;1;series1c;52;1;-10;0;6;3;8;nc;0;0;1;0;1;1.24177540618;FTBV;FTBV;1;3d_8u_nc_s_f.png;3d_8u_nc_d_f.png;580.930970899;1
46;18;f;r;i;n;n;1;series1c;53;0;10;0;8;2;4;nc;0;0;9;0;1;0.787141878274;RDNX;-99;-99;2d_4u_nc_s_h.png;2d_4u_nc_s_h.png;588.484657883;1
46;18;f;r;i;n;n;1;series1c;54;0;-10;0;4;1;4;nc;0;0;9;0;1;1.67386652791;NKBW;-99;-99;1d_4u_nc_s_d.png;1d_4u_nc_s_d.png;595.971321389;1
46;18;f;r;i;n;n;1;series1c;55;0;-10;0;8;2;6;nc;0;0;9;0;1;0.657767650613;CPDJ;-99;-99;2d_6u_nc_s_h.png;2d_6u_nc_s_h.png;602.655957714;1
46;18;f;r;i;n;n;1;series1c;56;1;-10;0;7;2;8;nc;0;0;1;0;1;0.642798941117;FVYX;-99;-99;2d_8u_nc_s_g.png;2d_8u_nc_d_g.png;609.198577843;1
