subject;age;sex;handiness;eyesight;colorVision;expertise;session;stimulusSet;trialNumber;change;rotation;mirror;objectID;dimensionality;nUnits;compression;iv8;iv9;answer;timeout;accuracy;time;dualTaskString;dualTaskResponse;dualTaskAcc;nameImage1;nameImage2;timeStamp;nPracticeRuns
51;18;f;r;n;n;n;1;series1c;0;1;10;0;7;1;6;nc;0;0;1;0;1;2.00334270485;WYCR;-99;-99;1d_6u_nc_s_g.png;1d_6u_nc_d_g.png;229.152709965;1
51;18;f;r;n;n;n;1;series1c;1;1;10;0;7;1;8;nc;0;0;1;0;1;1.89429096808;KRNB;-99;-99;1d_8u_nc_s_g.png;1d_8u_nc_d_g.png;239.680978919;1
51;18;f;r;n;n;n;1;series1c;2;0;10;0;5;2;4;nc;0;0;9;0;1;1.13031833328;KNXF;KNXF;1;2d_4u_nc_s_e.png;2d_4u_nc_s_e.png;252.599043832;1
51;18;f;r;n;n;n;1;series1c;3;0;-10;0;3;3;6;nc;0;0;1;0;0;1.90894946677;WBKG;-99;-99;3d_6u_nc_s_c.png;3d_6u_nc_s_c.png;263.954567765;1
51;18;f;r;n;n;n;1;series1c;4;0;10;0;8;2;8;nc;0;0;9;0;1;1.75758396217;PYWJ;-99;-99;2d_8u_nc_s_h.png;2d_8u_nc_s_h.png;272.435748528;1
51;18;f;r;n;n;n;1;series1c;5;0;10;0;2;1;8;nc;0;0;-1;1;-99999;-1;JSWD;-99;-99;1d_8u_nc_s_b.png;1d_8u_nc_s_b.png;281.835966221;1
51;18;f;r;n;n;n;1;series1c;6;1;10;0;6;1;4;nc;0;0;9;0;0;1.719514339;WZTM;WZTM;1;1d_4u_nc_s_f.png;1d_4u_nc_d_f.png;293.559081828;1
51;18;f;r;n;n;n;1;series1c;7;0;10;0;1;2;8;nc;0;0;9;0;1;1.75174673984;WLCS;-99;-99;2d_8u_nc_s_a.png;2d_8u_nc_s_a.png;302.80051751;1
51;18;f;r;n;n;n;1;series1c;8;0;-10;0;8;3;4;nc;0;0;9;0;1;1.13700021431;NBKP;-99;-99;3d_4u_nc_s_h.png;3d_4u_nc_s_h.png;310.237179989;1
51;18;f;r;n;n;n;1;series1c;9;0;-10;0;7;1;6;nc;0;0;9;0;1;1.5025512987;XHNS;-99;-99;1d_6u_nc_s_g.png;1d_6u_nc_s_g.png;318.166772744;1
51;18;f;r;n;n;n;1;series1c;10;1;10;0;6;3;6;nc;0;0;9;0;0;1.03069610381;DTNR;-99;-99;3d_6u_nc_s_f.png;3d_6u_nc_d_f.png;325.210739258;1
51;18;f;r;n;n;n;1;series1c;11;1;10;0;3;3;4;nc;0;0;9;0;0;1.23416096822;RJVH;-99;-99;3d_4u_nc_s_c.png;3d_4u_nc_d_c.png;332.839498517;1
51;18;f;r;n;n;n;1;series1c;12;1;-10;0;8;3;8;nc;0;0;9;0;0;1.42818253103;DPGK;-99;-99;3d_8u_nc_s_h.png;3d_8u_nc_d_h.png;340.510117938;1
51;18;f;r;n;n;n;1;series1c;13;0;-10;0;6;3;4;nc;0;0;1;0;0;0.789539515157;GLHS;-99;-99;3d_4u_nc_s_f.png;3d_4u_nc_s_f.png;347.345117598;1
51;18;f;r;n;n;n;1;series1c;14;1;10;0;5;2;4;nc;0;0;9;0;0;0.735215748893;QGRH;-99;-99;2d_4u_nc_s_e.png;2d_4u_nc_d_e.png;354.205214171;1
51;18;f;r;n;n;n;1;series1c;15;1;-10;0;3;1;4;nc;0;0;9;0;0;1.20624809922;VKFY;-99;-99;1d_4u_nc_s_c.png;1d_4u_nc_d_c.png;361.458149784;1
51;18;f;r;n;n;n;1;series1c;16;0;10;0;4;1;8;nc;0;0;1;0;0;0.810602084617;QXBY;-99;-99;1d_8u_nc_s_d.png;1d_8u_nc_s_d.png;368.476951055;1
51;18;f;r;n;n;n;1;series1c;17;0;-10;0;8;1;6;nc;0;0;9;0;1;1.30748233374;NHLM;-99;-99;1d_6u_nc_s_h.png;1d_6u_nc_s_h.png;375.896877875;1
