subject;age;sex;handiness;eyesight;colorVision;expertise;session;stimulusSet;trialNumber;change;rotation;mirror;objectID;dimensionality;nUnits;compression;iv8;iv9;answer;timeout;accuracy;time;dualTaskString;dualTaskResponse;dualTaskAcc;nameImage1;nameImage2;timeStamp;nPracticeRuns
47;19;f;r;c;n;n;1;series1c;0;1;10;0;3;2;4;nc;0;0;1;0;1;0.959764355328;FQDJ;-99;-99;2d_4u_nc_s_c.png;2d_4u_nc_d_c.png;277.314303441;1
47;19;f;r;c;n;n;1;series1c;1;1;-10;0;5;3;4;nc;0;0;1;0;1;1.02630118479;LFQB;-99;-99;3d_4u_nc_s_e.png;3d_4u_nc_d_e.png;285.586127903;1
47;19;f;r;c;n;n;1;series1c;2;1;-10;0;4;2;4;nc;0;0;1;0;1;0.981506693759;QZLG;-99;-99;2d_4u_nc_s_d.png;2d_4u_nc_d_d.png;293.733001929;1
47;19;f;r;c;n;n;1;series1c;3;0;-10;0;6;2;8;nc;0;0;9;0;1;1.34556158085;WTNG;-99;-99;2d_8u_nc_s_f.png;2d_8u_nc_s_f.png;306.024357155;1
47;19;f;r;c;n;n;1;series1c;4;1;10;0;4;1;8;nc;0;0;1;0;1;1.13718980527;GMVN;-99;-99;1d_8u_nc_s_d.png;1d_8u_nc_d_d.png;316.719766806;1
47;19;f;r;c;n;n;1;series1c;5;1;10;0;8;3;6;nc;0;0;1;0;1;0.94463941775;RFLN;-99;-99;3d_6u_nc_s_h.png;3d_6u_nc_d_h.png;327.055853326;1
47;19;f;r;c;n;n;1;series1c;6;0;-10;0;2;3;6;nc;0;0;9;0;1;2.69098906853;JZGN;JZGN;1;3d_6u_nc_s_b.png;3d_6u_nc_s_b.png;345.279742374;1
47;19;f;r;c;n;n;1;series1c;7;1;10;0;5;1;8;nc;0;0;1;0;1;2.11840746098;RBJV;-99;-99;1d_8u_nc_s_e.png;1d_8u_nc_d_e.png;355.699384647;1
47;19;f;r;c;n;n;1;series1c;8;1;10;0;7;2;8;nc;0;0;1;0;1;1.1506318418;WZJN;-99;-99;2d_8u_nc_s_g.png;2d_8u_nc_d_g.png;363.929822766;1
47;19;f;r;c;n;n;1;series1c;9;1;-10;0;6;1;6;nc;0;0;1;0;1;1.19967785565;XYPF;-99;-99;1d_6u_nc_s_f.png;1d_6u_nc_d_f.png;371.466801038;1
47;19;f;r;c;n;n;1;series1c;10;0;-10;0;6;1;6;nc;0;0;9;0;1;1.07337205135;VKFH;-99;-99;1d_6u_nc_s_f.png;1d_6u_nc_s_f.png;378.627672079;1
47;19;f;r;c;n;n;1;series1c;11;1;10;0;2;1;8;nc;0;0;1;0;1;1.19740147999;SHKY;-99;-99;1d_8u_nc_s_b.png;1d_8u_nc_d_b.png;386.924913289;1
47;19;f;r;c;n;n;1;series1c;12;0;10;0;3;1;6;nc;0;0;9;0;1;1.17952185852;WJFT;-99;-99;1d_6u_nc_s_c.png;1d_6u_nc_s_c.png;395.213896221;1
47;19;f;r;c;n;n;1;series1c;13;1;-10;0;8;1;8;nc;0;0;1;0;1;1.06669658638;YDBK;-99;-99;1d_8u_nc_s_h.png;1d_8u_nc_d_h.png;402.441584147;1
47;19;f;r;c;n;n;1;series1c;14;1;10;0;1;2;8;nc;0;0;1;0;1;0.989913179481;HQBR;-99;-99;2d_8u_nc_s_a.png;2d_8u_nc_d_a.png;410.179032322;1
47;19;f;r;c;n;n;1;series1c;15;1;10;0;7;1;4;nc;0;0;1;0;1;1.04491671466;WQNX;-99;-99;1d_4u_nc_s_g.png;1d_4u_nc_d_g.png;417.774505684;1
47;19;f;r;c;n;n;1;series1c;16;0;-10;0;8;3;4;nc;0;0;1;0;0;1.06321529718;VQTC;-99;-99;3d_4u_nc_s_h.png;3d_4u_nc_s_h.png;424.684609378;1
47;19;f;r;c;n;n;1;series1c;17;1;-10;0;3;2;6;nc;0;0;1;0;1;0.851380517881;HRXK;-99;-99;2d_6u_nc_s_c.png;2d_6u_nc_d_c.png;435.271461641;1
47;19;f;r;c;n;n;1;series1c;18;1;-10;0;8;2;8;nc;0;0;1;0;1;1.35173050745;YQJV;-99;-99;2d_8u_nc_s_h.png;2d_8u_nc_d_h.png;442.800004555;1
47;19;f;r;c;n;n;1;series1c;19;0;10;0;8;3;8;nc;0;0;9;0;1;1.23269973783;NLRG;-99;-99;3d_8u_nc_s_h.png;3d_8u_nc_s_h.png;452.618012881;1
47;19;f;r;c;n;n;1;series1c;20;1;10;0;3;3;6;nc;0;0;1;0;1;0.900002758834;DGVZ;-99;-99;3d_6u_nc_s_c.png;3d_6u_nc_d_c.png;459.528315469;1
47;19;f;r;c;n;n;1;series1c;21;0;-10;0;7;1;8;nc;0;0;9;0;1;1.33828718774;PNBH;-99;-99;1d_8u_nc_s_g.png;1d_8u_nc_s_g.png;466.772776909;1
47;19;f;r;c;n;n;1;series1c;22;0;-10;0;7;3;4;nc;0;0;9;0;1;1.0928149168;LQRW;-99;-99;3d_4u_nc_s_g.png;3d_4u_nc_s_g.png;473.975409305;1
47;19;f;r;c;n;n;1;series1c;23;1;10;0;7;1;8;nc;0;0;1;0;1;1.2549826192;BNLZ;-99;-99;1d_8u_nc_s_g.png;1d_8u_nc_d_g.png;481.228191898;1
47;19;f;r;c;n;n;1;series1c;24;1;-10;0;2;3;8;nc;0;0;1;0;1;1.35624283826;VXGP;VXGP;1;3d_8u_nc_s_b.png;3d_8u_nc_d_b.png;495.199017976;1
47;19;f;r;c;n;n;1;series1c;25;1;10;0;4;2;6;nc;0;0;1;0;1;1.01522502623;HYVC;-99;-99;2d_6u_nc_s_d.png;2d_6u_nc_d_d.png;503.521390424;1
47;19;f;r;c;n;n;1;series1c;26;1;-10;0;6;1;4;nc;0;0;1;0;1;0.979992852604;XWPK;XWPK;1;1d_4u_nc_s_f.png;1d_4u_nc_d_f.png;516.648305422;1
47;19;f;r;c;n;n;1;series1c;27;0;10;0;2;3;4;nc;0;0;1;0;0;1.0660944503;MVWC;MVWC;1;3d_4u_nc_s_b.png;3d_4u_nc_s_b.png;531.571746252;1
47;19;f;r;c;n;n;1;series1c;28;0;-10;0;3;3;8;nc;0;0;9;0;1;1.02829173021;KCHT;-99;-99;3d_8u_nc_s_c.png;3d_8u_nc_s_c.png;539.292470637;1
47;19;f;r;c;n;n;1;series1c;29;1;-10;0;5;1;4;nc;0;0;1;0;1;0.905042800703;KTZW;KTZW;1;1d_4u_nc_s_e.png;1d_4u_nc_d_e.png;552.728531301;1
47;19;f;r;c;n;n;1;series1c;30;0;10;0;1;1;6;nc;0;0;9;0;1;1.32704325242;SBWC;-99;-99;1d_6u_nc_s_a.png;1d_6u_nc_s_a.png;560.741840528;1
47;19;f;r;c;n;n;1;series1c;31;0;10;0;4;2;6;nc;0;0;9;0;1;0.806300196738;RGPQ;RGPQ;1;2d_6u_nc_s_d.png;2d_6u_nc_s_d.png;572.757323475;1
47;19;f;r;c;n;n;1;series1c;32;0;10;0;7;3;6;nc;0;0;9;0;1;1.00273030339;WJYX;-99;-99;3d_6u_nc_s_g.png;3d_6u_nc_s_g.png;581.564419569;1
47;19;f;r;c;n;n;1;series1c;33;0;-10;0;8;2;4;nc;0;0;9;0;1;0.688340247609;KYJX;KYJZ;0;2d_4u_nc_s_h.png;2d_4u_nc_s_h.png;593.228907276;1
47;19;f;r;c;n;n;1;series1c;34;0;-10;0;3;2;8;nc;0;0;9;0;1;0.918876209529;BNRY;-99;-99;2d_8u_nc_s_c.png;2d_8u_nc_s_c.png;605.236245828;1
47;19;f;r;c;n;n;1;series1c;35;0;10;0;6;1;8;nc;0;0;9;0;1;1.27929133375;RGNH;RGNH;1;1d_8u_nc_s_f.png;1d_8u_nc_s_f.png;618.120844235;1
47;19;f;r;c;n;n;1;series1c;36;1;10;0;5;2;4;nc;0;0;1;0;1;1.0563855287;TCDH;-99;-99;2d_4u_nc_s_e.png;2d_4u_nc_d_e.png;625.992024024;1
47;19;f;r;c;n;n;1;series1c;37;0;10;0;6;3;8;nc;0;0;9;0;1;1.02753304533;PVBM;-99;-99;3d_8u_nc_s_f.png;3d_8u_nc_s_f.png;633.219800811;1
47;19;f;r;c;n;n;1;series1c;38;0;10;0;4;3;4;nc;0;0;9;0;1;0.882548193331;LDGJ;-99;-99;3d_4u_nc_s_d.png;3d_4u_nc_s_d.png;639.854250368;1
47;19;f;r;c;n;n;1;series1c;39;0;-10;0;5;1;6;nc;0;0;9;0;1;0.963372680126;YZDQ;-99;-99;1d_6u_nc_s_e.png;1d_6u_nc_s_e.png;646.681002016;1
47;19;f;r;c;n;n;1;series1c;40;0;10;0;1;2;6;nc;0;0;9;0;1;0.676958369499;MSNY;-99;-99;2d_6u_nc_s_a.png;2d_6u_nc_s_a.png;653.307099623;1
47;19;f;r;c;n;n;1;series1c;41;1;10;0;7;2;6;nc;0;0;1;0;1;0.925927327946;VDXG;-99;-99;2d_6u_nc_s_g.png;2d_6u_nc_d_g.png;660.100292695;1
47;19;f;r;c;n;n;1;series1c;42;0;-10;0;1;1;4;nc;0;0;9;0;1;0.825582342863;RPXF;-99;-99;1d_4u_nc_s_a.png;1d_4u_nc_s_a.png;667.052322955;1
47;19;f;r;c;n;n;1;series1c;43;1;10;0;3;1;4;nc;0;0;1;0;1;1.42911155906;KLZT;-99;-99;1d_4u_nc_s_c.png;1d_4u_nc_d_c.png;674.530685518;1
47;19;f;r;c;n;n;1;series1c;44;1;10;0;6;3;4;nc;0;0;1;0;1;1.2402455252;WMSD;-99;-99;3d_4u_nc_s_f.png;3d_4u_nc_d_f.png;681.775155298;1
47;19;f;r;c;n;n;1;series1c;45;1;10;0;4;2;8;nc;0;0;9;0;0;1.86006545543;ZTFP;-99;-99;2d_8u_nc_s_d.png;2d_8u_nc_d_d.png;689.629579217;1
47;19;f;r;c;n;n;1;series1c;46;1;-10;0;8;1;6;nc;0;0;1;0;1;1.16002926952;RXZQ;-99;-99;1d_6u_nc_s_h.png;1d_6u_nc_d_h.png;697.475777901;1
47;19;f;r;c;n;n;1;series1c;47;0;10;0;7;1;4;nc;0;0;1;0;0;1.32382405439;PDMB;PDMB;1;1d_4u_nc_s_g.png;1d_4u_nc_s_g.png;709.675092293;1
47;19;f;r;c;n;n;1;series1c;48;0;-10;0;8;1;4;nc;0;0;9;0;1;1.04952143499;CFYW;-99;-99;1d_4u_nc_s_h.png;1d_4u_nc_s_h.png;718.365100044;1
47;19;f;r;c;n;n;1;series1c;49;0;-10;0;8;2;6;nc;0;0;9;0;1;0.926443490316;ZGLD;-99;-99;2d_6u_nc_s_h.png;2d_6u_nc_s_h.png;725.083135508;1
47;19;f;r;c;n;n;1;series1c;50;0;10;0;4;1;4;nc;0;0;9;0;1;1.85867961228;RCDV;-99;-99;1d_4u_nc_s_d.png;1d_4u_nc_s_d.png;732.670108391;1
