instr_Loop.thisRepN,instr_Loop.thisTrialN,instr_Loop.thisN,instr_Loop.thisIndex,instr_Loop.ran,instructionImage,time,age,sex (female/male),order,date,expName,psychopyVersion,OS,frameRate,struc_judge_respond.keys,struc_judge_respond.corr,dual_respond.keys,dual_respond.corr,dual_respond.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim1,stim2,isAnyChange,corrAns,struc_judge_respond.rt,selectBlock.thisRepN,selectBlock.thisTrialN,selectBlock.thisN,selectBlock.thisIndex,selectBlock.ran,condsFile,condsImage,remaining,connected,dimensionality
0,0,0,0,1,Instructions/consent.png,3,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,Instructions/instr_1.png,5,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,2,2,1,Instructions/instr_2.png,3,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,3,3,1,Instructions/instr_3.png,5,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,4,4,1,Instructions/instr_4.png,1,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,5,5,1,Instructions/instr_5.png,1,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,6,6,6,1,Instructions/instr_6.png,1,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,7,7,1,Instructions/instr_7.png,1,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,8,8,1,Instructions/instr_8.png,3,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,9,9,1,Instructions/instr_9.png,3,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,10,10,1,Instructions/instr_10.png,3,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,11,11,11,1,Instructions/instr_11.png,3,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,12,12,12,1,Instructions/instr_12.png,3,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,13,13,13,1,Instructions/instr_13.png,3,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,14,14,14,1,Instructions/instr_14.png,3,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,15,15,15,1,Instructions/instr_15.png,3,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,16,16,16,1,Instructions/instr_16.png,5,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,,0,1,0,5.96773,0,0,0,7,1,Stimuli/practiceStimuliCube/practice4_s.png,Stimuli/practiceStimuliCube/practice4_s.png,0,9,,,,,,,,,,,
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,1,1,9,1,1.78625,0,1,1,4,1,Stimuli/practiceStimuliCube/practice1_s.png,Stimuli/practiceStimuliCube/practice1_d.png,1,1,0.799305,,,,,,,,,,
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,1,1.433865,0,2,2,1,1,Stimuli/practiceStimuliCube/practice2_s.png,Stimuli/practiceStimuliCube/practice2_d.png,1,1,1.01003,,,,,,,,,,
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,1,0.8699,0,3,3,6,1,Stimuli/practiceStimuliCube/practice3_s.png,Stimuli/practiceStimuliCube/practice3_d.png,1,1,1.08187,,,,,,,,,,
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,1,1.31948,0,4,4,0,1,Stimuli/practiceStimuliCube/practice1_s.png,Stimuli/practiceStimuliCube/practice1_s.png,0,9,1.068285,,,,,,,,,,
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,1,1,9,1,1.33006,0,5,5,3,1,Stimuli/practiceStimuliCube/practice4_s.png,Stimuli/practiceStimuliCube/practice4_d.png,1,1,1.315275,,,,,,,,,,
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,1,0.821255,0,6,6,5,1,Stimuli/practiceStimuliCube/practice2_s.png,Stimuli/practiceStimuliCube/practice2_s.png,0,9,1.068415,,,,,,,,,,
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,1,1.104295,0,7,7,2,1,Stimuli/practiceStimuliCube/practice3_s.png,Stimuli/practiceStimuliCube/practice3_s.png,0,9,1.039555,,,,,,,,,,
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,0,0,0,0,1,Stimuli/practiceListCubes.xlsx,Instructions/instr_practice_B.png,Practice trials completed,,
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,,0,1,0,0.831195,0,0,0,0,1,Stimuli/testStimuliCube/6u_s_1.png,Stimuli/testStimuliCube/6u_s_1.png,0,9,,,,,,,,,,c,3D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,1,1,9,0,1.171135,0,1,1,15,1,Stimuli/testStimuliCube/6u_s_2_s.png,Stimuli/testStimuliCube/6u_d_2_s.png,1,1,1.25188,,,,,,,,,s,3D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,,0,1,0,0.96744,0,2,2,20,1,Stimuli/testStimuliCube/6u_s_5_s.png,Stimuli/testStimuliCube/6u_s_5_s.png,0,9,,,,,,,,,,s,3D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,1,0,1,0,1.173095,0,3,3,14,1,Stimuli/testStimuliCube/6u_s_2_s.png,Stimuli/testStimuliCube/6u_s_2_s.png,0,9,0.935975,,,,,,,,,s,3D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,1,0.92071,0,4,4,7,1,Stimuli/testStimuliCube/6u_s_4.png,Stimuli/testStimuliCube/6u_d_4.png,1,1,1.369285,,,,,,,,,c,3D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,9,1,9,1,0.717745,0,5,5,18,1,Stimuli/testStimuliCube/6u_s_4_s.png,Stimuli/testStimuliCube/6u_s_4_s.png,0,9,0.81838,,,,,,,,,s,3D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,0,0.95083,0,6,6,17,1,Stimuli/testStimuliCube/6u_s_3_s.png,Stimuli/testStimuliCube/6u_d_3_s.png,1,1,0.945445,,,,,,,,,s,3D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,1,0.86849,0,7,7,23,1,Stimuli/testStimuliCube/6u_s_6_s.png,Stimuli/testStimuliCube/6u_d_6_s.png,1,1,1.051575,,,,,,,,,s,3D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,1,0.70473,0,8,8,9,1,Stimuli/testStimuliCube/6u_s_5.png,Stimuli/testStimuliCube/6u_d_5.png,1,1,1.014795,,,,,,,,,c,3D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,1,0.804795,0,9,9,13,1,Stimuli/testStimuliCube/6u_s_1_s.png,Stimuli/testStimuliCube/6u_d_1_s.png,1,1,0.800265,,,,,,,,,s,3D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,1,0.652355,0,10,10,10,1,Stimuli/testStimuliCube/6u_s_6.png,Stimuli/testStimuliCube/6u_s_6.png,0,9,1.136705,,,,,,,,,c,3D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,9,1,9,1,1.10029,0,11,11,2,1,Stimuli/testStimuliCube/6u_s_2.png,Stimuli/testStimuliCube/6u_s_2.png,0,9,1.12273,,,,,,,,,c,3D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,1,0.920505,0,12,12,22,1,Stimuli/testStimuliCube/6u_s_6_s.png,Stimuli/testStimuliCube/6u_s_6_s.png,0,9,0.806835,,,,,,,,,s,3D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,1,1,9,1,1.084005,0,13,13,21,1,Stimuli/testStimuliCube/6u_s_5_s.png,Stimuli/testStimuliCube/6u_d_5_s.png,1,1,0.998775,,,,,,,,,s,3D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,1,1,9,1,1.01662,0,14,14,1,1,Stimuli/testStimuliCube/6u_s_1.png,Stimuli/testStimuliCube/6u_d_1.png,1,1,1.209145,,,,,,,,,c,3D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,1,0,9,1,0.78362,0,15,15,4,1,Stimuli/testStimuliCube/6u_s_3.png,Stimuli/testStimuliCube/6u_s_3.png,0,9,1.23722,,,,,,,,,c,3D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,9,0,9,1,0.788965,0,16,16,5,1,Stimuli/testStimuliCube/6u_s_3.png,Stimuli/testStimuliCube/6u_d_3.png,1,1,1.09537,,,,,,,,,c,3D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,1,1,9,1,0.8182,0,17,17,11,1,Stimuli/testStimuliCube/6u_s_6.png,Stimuli/testStimuliCube/6u_d_6.png,1,1,1.331945,,,,,,,,,c,3D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,1,0,9,1,1.25336,0,18,18,12,1,Stimuli/testStimuliCube/6u_s_1_s.png,Stimuli/testStimuliCube/6u_s_1_s.png,0,9,1.333365,,,,,,,,,s,3D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,9,0,1,1,1.70635,0,19,19,19,1,Stimuli/testStimuliCube/6u_s_4_s.png,Stimuli/testStimuliCube/6u_d_4_s.png,1,1,0.76832,,,,,,,,,s,3D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,1,1.16706,0,20,20,3,1,Stimuli/testStimuliCube/6u_s_2.png,Stimuli/testStimuliCube/6u_d_2.png,1,1,1.205185,,,,,,,,,c,3D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,1,0.521825,0,21,21,6,1,Stimuli/testStimuliCube/6u_s_4.png,Stimuli/testStimuliCube/6u_s_4.png,0,9,0.86935,,,,,,,,,c,3D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,9,1,9,1,0.45437,0,22,22,16,1,Stimuli/testStimuliCube/6u_s_3_s.png,Stimuli/testStimuliCube/6u_s_3_s.png,0,9,0.974815,,,,,,,,,s,3D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,9,1,9,1,0.684015,0,23,23,8,1,Stimuli/testStimuliCube/6u_s_5.png,Stimuli/testStimuliCube/6u_s_5.png,0,9,0.924625,,,,,,,,,c,3D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,0,1,1,1,1,Stimuli/trialListCubes1.xlsx,Instructions/instr_19.png,Progress: 24 of 192 trials completed,,
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,1,0.766615,0,0,0,7,1,Stimuli/practiceStimuliSquare/practice4_s.png,Stimuli/practiceStimuliSquare/practice4_s.png,0,9,0.88751,,,,,,,,,,
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,9,1,9,1,0.58489,0,1,1,2,1,Stimuli/practiceStimuliSquare/practice3_s.png,Stimuli/practiceStimuliSquare/practice3_s.png,0,9,0.788385,,,,,,,,,,
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,1,1,9,0,0.602565,0,2,2,3,1,Stimuli/practiceStimuliSquare/practice4_s.png,Stimuli/practiceStimuliSquare/practice4_d.png,1,1,0.748875,,,,,,,,,,
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,1,0.93441,0,3,3,5,1,Stimuli/practiceStimuliSquare/practice2_s.png,Stimuli/practiceStimuliSquare/practice2_s.png,0,9,0.80448,,,,,,,,,,
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,1,0.567115,0,4,4,0,1,Stimuli/practiceStimuliSquare/practice1_s.png,Stimuli/practiceStimuliSquare/practice1_s.png,0,9,0.9203,,,,,,,,,,
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,1,0.890135,0,5,5,6,1,Stimuli/practiceStimuliSquare/practice3_s.png,Stimuli/practiceStimuliSquare/practice3_d.png,1,1,1.115615,,,,,,,,,,
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,1,1,9,1,0.582835,0,6,6,4,1,Stimuli/practiceStimuliSquare/practice1_s.png,Stimuli/practiceStimuliSquare/practice1_d.png,1,1,0.797655,,,,,,,,,,
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,1,1.02105,0,7,7,1,1,Stimuli/practiceStimuliSquare/practice2_s.png,Stimuli/practiceStimuliSquare/practice2_d.png,1,1,0.807565,,,,,,,,,,
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,0,2,2,2,1,Stimuli/practiceListSquares.xlsx,Instructions/instr_practice_A.png,Practice trials completed,,
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,1,0.46547,0,0,0,22,1,Stimuli/testStimuliSquare/6u_s_24_s_2D.png,Stimuli/testStimuliSquare/6u_s_24_s_2D.png,0,9,1.104875,,,,,,,,,s,2D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,1,0,1,1,1.018625,0,1,1,2,1,Stimuli/testStimuliSquare/6u_s_20_2D.png,Stimuli/testStimuliSquare/6u_s_20_2D.png,0,9,1.08699,,,,,,,,,c,2D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,9,1,9,1,0.56699,0,2,2,18,1,Stimuli/testStimuliSquare/6u_s_22_s_2D.png,Stimuli/testStimuliSquare/6u_s_22_s_2D.png,0,9,0.65031,,,,,,,,,s,2D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,1,0.500035,0,3,3,0,1,Stimuli/testStimuliSquare/6u_s_19_2D.png,Stimuli/testStimuliSquare/6u_s_19_2D.png,0,9,0.826715,,,,,,,,,c,2D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,1,0.95482,0,4,4,19,1,Stimuli/testStimuliSquare/6u_s_22_s_2D.png,Stimuli/testStimuliSquare/6u_d_22_s_2D.png,1,1,0.96216,,,,,,,,,s,2D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,9,1,9,1,0.668665,0,5,5,20,1,Stimuli/testStimuliSquare/6u_s_23_s_2D.png,Stimuli/testStimuliSquare/6u_s_23_s_2D.png,0,9,0.787445,,,,,,,,,s,2D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,1,1,9,1,1.16914,0,6,6,5,1,Stimuli/testStimuliSquare/6u_s_21_2D.png,Stimuli/testStimuliSquare/6u_d_21_2D.png,1,1,0.76966,,,,,,,,,c,2D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,0,0.535355,0,7,7,11,1,Stimuli/testStimuliSquare/6u_s_24_2D.png,Stimuli/testStimuliSquare/6u_d_24_2D.png,1,1,0.824265,,,,,,,,,c,2D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,1,0.90695,0,8,8,17,1,Stimuli/testStimuliSquare/6u_s_21_s_2D.png,Stimuli/testStimuliSquare/6u_d_21_s_2D.png,1,1,0.930295,,,,,,,,,s,2D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,1,1.27127,0,9,9,16,1,Stimuli/testStimuliSquare/6u_s_21_s_2D.png,Stimuli/testStimuliSquare/6u_s_21_s_2D.png,0,9,0.81961,,,,,,,,,s,2D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,1,0.896245,0,10,10,15,1,Stimuli/testStimuliSquare/6u_s_20_s_2D.png,Stimuli/testStimuliSquare/6u_d_20_s_2D.png,1,1,1.07828,,,,,,,,,s,2D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,1,0,1,1,0.800785,0,11,11,10,1,Stimuli/testStimuliSquare/6u_s_24_2D.png,Stimuli/testStimuliSquare/6u_s_24_2D.png,0,9,0.84078,,,,,,,,,c,2D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,1,0.501035,0,12,12,6,1,Stimuli/testStimuliSquare/6u_s_22_2D.png,Stimuli/testStimuliSquare/6u_s_22_2D.png,0,9,0.924045,,,,,,,,,c,2D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,1,1,9,1,0.7214,0,13,13,3,1,Stimuli/testStimuliSquare/6u_s_20_2D.png,Stimuli/testStimuliSquare/6u_d_20_2D.png,1,1,0.65544,,,,,,,,,c,2D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,1,1.00091,0,14,14,13,1,Stimuli/testStimuliSquare/6u_s_19_s_2D.png,Stimuli/testStimuliSquare/6u_d_19_s_2D.png,1,1,0.75873,,,,,,,,,s,2D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,9,1,9,1,0.40103,0,15,15,4,1,Stimuli/testStimuliSquare/6u_s_21_2D.png,Stimuli/testStimuliSquare/6u_s_21_2D.png,0,9,0.857645,,,,,,,,,c,2D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,9,1,9,1,0.43543,0,16,16,12,1,Stimuli/testStimuliSquare/6u_s_19_s_2D.png,Stimuli/testStimuliSquare/6u_s_19_s_2D.png,0,9,0.739065,,,,,,,,,s,2D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,1,1,9,1,0.717485,0,17,17,7,1,Stimuli/testStimuliSquare/6u_s_22_2D.png,Stimuli/testStimuliSquare/6u_d_22_2D.png,1,1,0.588055,,,,,,,,,c,2D
,,,,,,,20,female,B,2020-05-25_00h05.01.042,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,1,0.56801,0,18,18,8,1,Stimuli/testStimuliSquare/6u_s_23_2D.png,Stimuli/testStimuliSquare/6u_s_23_2D.png,0,9,0.87555,,,,,,,,,c,2D
