instr_Loop.thisRepN,instr_Loop.thisTrialN,instr_Loop.thisN,instr_Loop.thisIndex,instr_Loop.ran,instructionImage,time,age,sex (female/male),order,date,expName,psychopyVersion,OS,frameRate,struc_judge_respond.keys,struc_judge_respond.corr,dual_respond.keys,dual_respond.corr,dual_respond.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim1,stim2,isAnyChange,corrAns,struc_judge_respond.rt,selectBlock.thisRepN,selectBlock.thisTrialN,selectBlock.thisN,selectBlock.thisIndex,selectBlock.ran,condsFile,condsImage,remaining,connected,dimensionality
0,0,0,0,1,Instructions/consent.png,3,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,Instructions/instr_1.png,5,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,2,2,1,Instructions/instr_2.png,3,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,3,3,1,Instructions/instr_3.png,5,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,4,4,1,Instructions/instr_4.png,1,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,5,5,1,Instructions/instr_5.png,1,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,6,6,6,1,Instructions/instr_6.png,1,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,7,7,1,Instructions/instr_7.png,1,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,8,8,1,Instructions/instr_8.png,3,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,9,9,1,Instructions/instr_9.png,3,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,10,10,1,Instructions/instr_10.png,3,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,11,11,11,1,Instructions/instr_11.png,3,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,12,12,12,1,Instructions/instr_12.png,3,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,13,13,13,1,Instructions/instr_13.png,3,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,14,14,14,1,Instructions/instr_14.png,3,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,15,15,15,1,Instructions/instr_15.png,3,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,16,16,16,1,Instructions/instr_16.png,5,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,,0,1,1,2.621265,0,0,0,0,1,Stimuli/practiceStimuliCube/practice1_s.png,Stimuli/practiceStimuliCube/practice1_s.png,0,9,,,,,,,,,,,
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,9,0,1,0,1.2302,0,1,1,3,1,Stimuli/practiceStimuliCube/practice4_s.png,Stimuli/practiceStimuliCube/practice4_d.png,1,1,1.245905,,,,,,,,,,
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,9,0,1,0,2.036735,0,2,2,6,1,Stimuli/practiceStimuliCube/practice3_s.png,Stimuli/practiceStimuliCube/practice3_d.png,1,1,0.864345,,,,,,,,,,
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,1,1.917485,0,3,3,5,1,Stimuli/practiceStimuliCube/practice2_s.png,Stimuli/practiceStimuliCube/practice2_s.png,0,9,0.987905,,,,,,,,,,
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,9,1,9,1,1.016945,0,4,4,7,1,Stimuli/practiceStimuliCube/practice4_s.png,Stimuli/practiceStimuliCube/practice4_s.png,0,9,0.73505,,,,,,,,,,
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,1,1,9,0,0.70226,0,5,5,1,1,Stimuli/practiceStimuliCube/practice2_s.png,Stimuli/practiceStimuliCube/practice2_d.png,1,1,0.79646,,,,,,,,,,
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,0,0.818035,0,6,6,2,1,Stimuli/practiceStimuliCube/practice3_s.png,Stimuli/practiceStimuliCube/practice3_s.png,0,9,0.76983,,,,,,,,,,
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,,0,9,1,0.75057,0,7,7,4,1,Stimuli/practiceStimuliCube/practice1_s.png,Stimuli/practiceStimuliCube/practice1_d.png,1,1,,,,,,,,,,,
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,0,0,0,0,1,Stimuli/practiceListCubes.xlsx,Instructions/instr_practice_B.png,Practice trials completed,,
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,9,1,9,1,0.74969,0,0,0,10,1,Stimuli/testStimuliCube/6u_s_6.png,Stimuli/testStimuliCube/6u_s_6.png,0,9,0.90088,,,,,,,,,c,3D
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,1,0.58626,0,1,1,4,1,Stimuli/testStimuliCube/6u_s_3.png,Stimuli/testStimuliCube/6u_s_3.png,0,9,0.51729,,,,,,,,,c,3D
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,9,0,1,1,1.01711,0,2,2,15,1,Stimuli/testStimuliCube/6u_s_2_s.png,Stimuli/testStimuliCube/6u_d_2_s.png,1,1,0.532585,,,,,,,,,s,3D
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,1,0.9177,0,3,3,2,1,Stimuli/testStimuliCube/6u_s_2.png,Stimuli/testStimuliCube/6u_s_2.png,0,9,0.61864,,,,,,,,,c,3D
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,9,1,9,1,0.70721,0,4,4,20,1,Stimuli/testStimuliCube/6u_s_5_s.png,Stimuli/testStimuliCube/6u_s_5_s.png,0,9,0.7221,,,,,,,,,s,3D
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,1,1,9,1,0.67103,0,5,5,17,1,Stimuli/testStimuliCube/6u_s_3_s.png,Stimuli/testStimuliCube/6u_d_3_s.png,1,1,1.161505,,,,,,,,,s,3D
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,1,0,1,1,1.66448,0,6,6,12,1,Stimuli/testStimuliCube/6u_s_1_s.png,Stimuli/testStimuliCube/6u_s_1_s.png,0,9,1.33838,,,,,,,,,s,3D
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,1,0.584865,0,7,7,14,1,Stimuli/testStimuliCube/6u_s_2_s.png,Stimuli/testStimuliCube/6u_s_2_s.png,0,9,0.619355,,,,,,,,,s,3D
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,9,1,9,1,0.78131,0,8,8,0,1,Stimuli/testStimuliCube/6u_s_1.png,Stimuli/testStimuliCube/6u_s_1.png,0,9,0.551785,,,,,,,,,c,3D
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,1,0.435675,0,9,9,22,1,Stimuli/testStimuliCube/6u_s_6_s.png,Stimuli/testStimuliCube/6u_s_6_s.png,0,9,0.602395,,,,,,,,,s,3D
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,9,0,9,1,0.76417,0,10,10,3,1,Stimuli/testStimuliCube/6u_s_2.png,Stimuli/testStimuliCube/6u_d_2.png,1,1,0.705035,,,,,,,,,c,3D
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,9,0,1,1,0.782405,0,11,11,11,1,Stimuli/testStimuliCube/6u_s_6.png,Stimuli/testStimuliCube/6u_d_6.png,1,1,0.44113,,,,,,,,,c,3D
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,9,0,9,1,0.749415,0,12,12,7,1,Stimuli/testStimuliCube/6u_s_4.png,Stimuli/testStimuliCube/6u_d_4.png,1,1,0.476055,,,,,,,,,c,3D
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,,0,1,0,1.396635,0,13,13,21,1,Stimuli/testStimuliCube/6u_s_5_s.png,Stimuli/testStimuliCube/6u_d_5_s.png,1,1,,,,,,,,,,s,3D
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,1,0.5,0,14,14,8,1,Stimuli/testStimuliCube/6u_s_5.png,Stimuli/testStimuliCube/6u_s_5.png,0,9,0.514145,,,,,,,,,c,3D
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,1,1,9,1,0.553985,0,15,15,19,1,Stimuli/testStimuliCube/6u_s_4_s.png,Stimuli/testStimuliCube/6u_d_4_s.png,1,1,0.722985,,,,,,,,,s,3D
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,1,1.750655,0,16,16,6,1,Stimuli/testStimuliCube/6u_s_4.png,Stimuli/testStimuliCube/6u_s_4.png,0,9,0.49274,,,,,,,,,c,3D
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,1,0.533775,0,17,17,16,1,Stimuli/testStimuliCube/6u_s_3_s.png,Stimuli/testStimuliCube/6u_s_3_s.png,0,9,0.51938,,,,,,,,,s,3D
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,9,0,1,1,1.041325,0,18,18,23,1,Stimuli/testStimuliCube/6u_s_6_s.png,Stimuli/testStimuliCube/6u_d_6_s.png,1,1,0.59581,,,,,,,,,s,3D
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,1,1,9,1,0.48757,0,19,19,13,1,Stimuli/testStimuliCube/6u_s_1_s.png,Stimuli/testStimuliCube/6u_d_1_s.png,1,1,0.74267,,,,,,,,,s,3D
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,9,0,1,0,1.018065,0,20,20,9,1,Stimuli/testStimuliCube/6u_s_5.png,Stimuli/testStimuliCube/6u_d_5.png,1,1,0.430675,,,,,,,,,c,3D
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,9,0,1,0,0.833835,0,21,21,5,1,Stimuli/testStimuliCube/6u_s_3.png,Stimuli/testStimuliCube/6u_d_3.png,1,1,0.62619,,,,,,,,,c,3D
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,1,0,1,1,0.580795,0,22,22,18,1,Stimuli/testStimuliCube/6u_s_4_s.png,Stimuli/testStimuliCube/6u_s_4_s.png,0,9,0.87176,,,,,,,,,s,3D
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,1,1,9,1,1.16303,0,23,23,1,1,Stimuli/testStimuliCube/6u_s_1.png,Stimuli/testStimuliCube/6u_d_1.png,1,1,0.661665,,,,,,,,,c,3D
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,0,1,1,1,1,Stimuli/trialListCubes1.xlsx,Instructions/instr_19.png,Progress: 24 of 192 trials completed,,
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,0,0.63816,0,0,0,2,1,Stimuli/practiceStimuliSquare/practice3_s.png,Stimuli/practiceStimuliSquare/practice3_s.png,0,9,0.55719,,,,,,,,,,
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,9,1,9,1,0.4513,0,1,1,0,1,Stimuli/practiceStimuliSquare/practice1_s.png,Stimuli/practiceStimuliSquare/practice1_s.png,0,9,0.5739,,,,,,,,,,
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,1,1,9,1,0.433785,0,2,2,3,1,Stimuli/practiceStimuliSquare/practice4_s.png,Stimuli/practiceStimuliSquare/practice4_d.png,1,1,0.69161,,,,,,,,,,
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,1,1,9,1,0.41631,0,3,3,4,1,Stimuli/practiceStimuliSquare/practice1_s.png,Stimuli/practiceStimuliSquare/practice1_d.png,1,1,0.544975,,,,,,,,,,
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,1,1,9,0,0.85556,0,4,4,1,1,Stimuli/practiceStimuliSquare/practice2_s.png,Stimuli/practiceStimuliSquare/practice2_d.png,1,1,0.572155,,,,,,,,,,
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,9,0,9,1,0.638325,0,5,5,6,1,Stimuli/practiceStimuliSquare/practice3_s.png,Stimuli/practiceStimuliSquare/practice3_d.png,1,1,0.58454,,,,,,,,,,
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,9,1,9,1,0.48587,0,6,6,5,1,Stimuli/practiceStimuliSquare/practice2_s.png,Stimuli/practiceStimuliSquare/practice2_s.png,0,9,0.50726,,,,,,,,,,
,,,,,,,20,female,B,2020-05-25_14h17.27.164,Remembering_Displays,2020.1.2,MacIntel,60,9,1,9,1,10.549505,0,7,7,7,1,Stimuli/practiceStimuliSquare/practice4_s.png,Stimuli/practiceStimuliSquare/practice4_s.png,0,9,0.535505,,,,,,,,,,
