instr_Loop.thisRepN,instr_Loop.thisTrialN,instr_Loop.thisN,instr_Loop.thisIndex,instr_Loop.ran,instructionImage,time,age,sex (female/male),order,date,expName,psychopyVersion,OS,frameRate,struc_judge_respond.keys,struc_judge_respond.corr,struc_judge_respond.rt,dual_respond.keys,dual_respond.corr,dual_respond.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim1,stim2,isAnyChange,corrAns,selectBlock.thisRepN,selectBlock.thisTrialN,selectBlock.thisN,selectBlock.thisIndex,selectBlock.ran,condsFile,condsImage,remaining,connected,dimensionality
0,0,0,0,1,Instructions/consent.png,3,20,male,B,2020-05-24_15h04.19.714,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,Instructions/instr_1.png,5,20,male,B,2020-05-24_15h04.19.714,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,2,2,1,Instructions/instr_2.png,3,20,male,B,2020-05-24_15h04.19.714,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,3,3,1,Instructions/instr_3.png,5,20,male,B,2020-05-24_15h04.19.714,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,4,4,1,Instructions/instr_4.png,1,20,male,B,2020-05-24_15h04.19.714,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,5,5,1,Instructions/instr_5.png,1,20,male,B,2020-05-24_15h04.19.714,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,6,6,6,1,Instructions/instr_6.png,1,20,male,B,2020-05-24_15h04.19.714,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,7,7,1,Instructions/instr_7.png,1,20,male,B,2020-05-24_15h04.19.714,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,8,8,1,Instructions/instr_8.png,3,20,male,B,2020-05-24_15h04.19.714,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,9,9,1,Instructions/instr_9.png,3,20,male,B,2020-05-24_15h04.19.714,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,10,10,1,Instructions/instr_10.png,3,20,male,B,2020-05-24_15h04.19.714,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,11,11,11,1,Instructions/instr_11.png,3,20,male,B,2020-05-24_15h04.19.714,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,12,12,12,1,Instructions/instr_12.png,3,20,male,B,2020-05-24_15h04.19.714,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,13,13,13,1,Instructions/instr_13.png,3,20,male,B,2020-05-24_15h04.19.714,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,14,14,14,1,Instructions/instr_14.png,3,20,male,B,2020-05-24_15h04.19.714,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,15,15,15,1,Instructions/instr_15.png,3,20,male,B,2020-05-24_15h04.19.714,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,16,16,16,1,Instructions/instr_16.png,5,20,male,B,2020-05-24_15h04.19.714,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,20,male,B,2020-05-24_15h04.19.714,Remembering_Displays,2020.1.2,MacIntel,60,1,0,0.56876,9,0,2.172585,0,0,0,0,1,Stimuli/practiceStimuliCube/practice1_s.png,Stimuli/practiceStimuliCube/practice1_s.png,0,9,,,,,,,,,,
,,,,,,,20,male,B,2020-05-24_15h04.19.714,Remembering_Displays,2020.1.2,MacIntel,60,,0,,9,0,1.971865,0,1,1,6,1,Stimuli/practiceStimuliCube/practice3_s.png,Stimuli/practiceStimuliCube/practice3_d.png,1,1,,,,,,,,,,
,,,,,,,20,male,B,2020-05-24_15h04.19.714,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.523705,1,1,5.826295,0,2,2,3,1,Stimuli/practiceStimuliCube/practice4_s.png,Stimuli/practiceStimuliCube/practice4_d.png,1,1,,,,,,,,,,
,,,,,,,20,male,B,2020-05-24_15h04.19.714,Remembering_Displays,2020.1.2,MacIntel,60,9,0,1.107925,1,0,2.253475,0,3,3,4,1,Stimuli/practiceStimuliCube/practice1_s.png,Stimuli/practiceStimuliCube/practice1_d.png,1,1,,,,,,,,,,
,,,,,,,20,male,B,2020-05-24_15h04.19.714,Remembering_Displays,2020.1.2,MacIntel,60,1,0,0.85802,1,1,2.80047,0,4,4,2,1,Stimuli/practiceStimuliCube/practice3_s.png,Stimuli/practiceStimuliCube/practice3_s.png,0,9,,,,,,,,,,
,,,,,,,20,male,B,2020-05-24_15h04.19.714,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.92739,9,1,2.686755,0,5,5,1,1,Stimuli/practiceStimuliCube/practice2_s.png,Stimuli/practiceStimuliCube/practice2_d.png,1,1,,,,,,,,,,
,,,,,,,20,male,B,2020-05-24_15h04.19.714,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1.018775,9,0,2.27421,0,6,6,7,1,Stimuli/practiceStimuliCube/practice4_s.png,Stimuli/practiceStimuliCube/practice4_s.png,0,9,,,,,,,,,,
,,,,,,,20,male,B,2020-05-24_15h04.19.714,Remembering_Displays,2020.1.2,MacIntel,60,1,0,0.7493,9,0,2.2891,0,7,7,5,1,Stimuli/practiceStimuliCube/practice2_s.png,Stimuli/practiceStimuliCube/practice2_s.png,0,9,,,,,,,,,,
,,,,,,,20,male,B,2020-05-24_15h04.19.714,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,0,0,0,0,1,Stimuli/practiceListCubes.xlsx,Instructions/instr_practice_B.png,Practice trials completed,,
,,,,,,,20,male,B,2020-05-24_15h04.19.714,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1.0074,1,1,3.73792,0,0,0,1,1,Stimuli/testStimuliCube/6u_s_1.png,Stimuli/testStimuliCube/6u_d_1.png,1,1,,,,,,,,,c,3D
,,,,,,,20,male,B,2020-05-24_15h04.19.714,Remembering_Displays,2020.1.2,MacIntel,60,1,0,0.63162,1,1,1.54931,0,1,1,2,1,Stimuli/testStimuliCube/6u_s_2.png,Stimuli/testStimuliCube/6u_s_2.png,0,9,,,,,,,,,c,3D
,,,,,,,20,male,B,2020-05-24_15h04.19.714,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.674585,9,1,1.45292,0,2,2,23,1,Stimuli/testStimuliCube/6u_s_6_s.png,Stimuli/testStimuliCube/6u_d_6_s.png,1,1,,,,,,,,,s,3D
,,,,,,,20,male,B,2020-05-24_15h04.19.714,Remembering_Displays,2020.1.2,MacIntel,60,9,0,0.643965,9,0,2.225435,0,3,3,3,1,Stimuli/testStimuliCube/6u_s_2.png,Stimuli/testStimuliCube/6u_d_2.png,1,1,,,,,,,,,c,3D
,,,,,,,20,male,B,2020-05-24_15h04.19.714,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.66589,9,1,1.6017,0,4,4,6,1,Stimuli/testStimuliCube/6u_s_4.png,Stimuli/testStimuliCube/6u_s_4.png,0,9,,,,,,,,,c,3D
,,,,,,,20,male,B,2020-05-24_15h04.19.714,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.84503,9,0,2.06851,0,5,5,17,1,Stimuli/testStimuliCube/6u_s_3_s.png,Stimuli/testStimuliCube/6u_d_3_s.png,1,1,,,,,,,,,s,3D
,,,,,,,20,male,B,2020-05-24_15h04.19.714,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.83794,1,0,2.5707,0,6,6,16,1,Stimuli/testStimuliCube/6u_s_3_s.png,Stimuli/testStimuliCube/6u_s_3_s.png,0,9,,,,,,,,,s,3D
,,,,,,,20,male,B,2020-05-24_15h04.19.714,Remembering_Displays,2020.1.2,MacIntel,60,9,0,0.7316,1,1,0.804905,0,7,7,21,1,Stimuli/testStimuliCube/6u_s_5_s.png,Stimuli/testStimuliCube/6u_d_5_s.png,1,1,,,,,,,,,s,3D
,,,,,,,20,male,B,2020-05-24_15h04.19.714,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.85957,9,1,0.768725,0,8,8,19,1,Stimuli/testStimuliCube/6u_s_4_s.png,Stimuli/testStimuliCube/6u_d_4_s.png,1,1,,,,,,,,,s,3D
,,,,,,,20,male,B,2020-05-24_15h04.19.714,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.511895,1,1,1.009005,0,9,9,14,1,Stimuli/testStimuliCube/6u_s_2_s.png,Stimuli/testStimuliCube/6u_s_2_s.png,0,9,,,,,,,,,s,3D
