subject;age;sex;handiness;eyesight;colorVision;expertise;session;stimulusSet;trialNumber;change;rotation;mirror;objectID;dimensionality;nUnits;compression;iv8;iv9;answer;timeout;accuracy;time;dualTaskString;dualTaskResponse;dualTaskAcc;nameImage1;nameImage2;timeStamp;nPracticeRuns;setOrder;setName
220;19;f;r;c;n;n;1;series1c;0;0;0;0;17;0;4;nc;0;0;9;0;1;1.28730030591;GLRK;-99;-99;4u_s_18.png;4u_s_18.png;332.929621962;1;2;cubes
220;19;f;r;c;n;n;1;series1c;1;1;0;0;4;0;4;nc;0;0;1;0;1;1.4600668787;BXGK;-99;-99;4u_s_5.png;4u_d_5.png;343.179557394;1;2;cubes
220;19;f;r;c;n;n;1;series1c;2;1;0;0;19;0;6;nc;0;0;1;0;1;1.07210688968;KSYD;-99;-99;6u_s_20.png;6u_d_20.png;351.696071086;1;2;cubes
220;19;f;r;c;n;n;1;series1c;3;0;0;0;7;0;4;nc;0;0;9;0;1;1.28633234231;QJFS;-99;-99;4u_s_8.png;4u_s_8.png;363.362604633;1;2;cubes
220;19;f;r;c;n;n;1;series1c;4;0;0;0;9;0;8;nc;0;0;9;0;1;1.67981538433;TDWS;-99;-99;8u_s_10.png;8u_s_10.png;375.912498137;1;2;cubes
220;19;f;r;c;n;n;1;series1c;5;0;0;0;17;0;6;nc;0;0;9;0;1;1.44989230949;RKXF;-99;-99;6u_s_18.png;6u_s_18.png;384.645679805;1;2;cubes
220;19;f;r;c;n;n;1;series1c;6;0;0;0;6;0;8;nc;0;0;9;0;1;1.38804390002;DZSM;DZSM;1;8u_s_7.png;8u_s_7.png;401.795477792;1;2;cubes
220;19;f;r;c;n;n;1;series1c;7;1;0;0;10;0;4;nc;0;0;1;0;1;1.38890149933;MJCW;-99;-99;4u_s_11.png;4u_d_11.png;410.512038532;1;2;cubes
220;19;f;r;c;n;n;1;series1c;8;0;0;0;15;0;6;nc;0;0;9;0;1;2.0709895927;LWCT;-99;-99;6u_s_16.png;6u_s_16.png;419.34530047;1;2;cubes
220;19;f;r;c;n;n;1;series1c;9;1;0;0;10;0;8;nc;0;0;1;0;1;1.58097898867;GJKZ;-99;-99;8u_s_11.png;8u_d_11.png;427.495191471;1;2;cubes
220;19;f;r;c;n;n;1;series1c;10;1;0;0;17;0;8;nc;0;0;1;0;1;2.16842794511;YFGB;YFGB;1;8u_s_18.png;8u_d_18.png;443.011620115;1;2;cubes
220;19;f;r;c;n;n;1;series1c;11;0;0;0;3;0;4;nc;0;0;9;0;1;1.97337061842;WHPZ;-99;-99;4u_s_4.png;4u_s_4.png;451.294927393;1;2;cubes
220;19;f;r;c;n;n;1;series1c;12;0;0;0;12;0;6;nc;0;0;9;0;1;1.64079902647;ZFGV;ZFGV;1;6u_s_13.png;6u_s_13.png;464.711372477;1;2;cubes
220;19;f;r;c;n;n;1;series1c;13;0;0;0;22;0;8;nc;0;0;9;0;1;2.44254739117;DCFL;-99;-99;8u_s_23.png;8u_s_23.png;474.061350632;1;2;cubes
220;19;f;r;c;n;n;1;series1c;14;0;0;0;2;0;6;nc;0;0;9;0;1;1.46499345219;NTVH;NTVH;1;6u_s_3.png;6u_s_3.png;489.044412264;1;2;cubes
220;19;f;r;c;n;n;1;series1c;15;0;0;0;1;0;4;nc;0;0;9;0;1;1.5298515656;NCVT;NCVT;1;4u_s_2.png;4u_s_2.png;503.027589381;1;2;cubes
220;19;f;r;c;n;n;1;series1c;16;0;0;0;6;0;6;nc;0;0;9;0;1;2.05751945311;TLNB;TLMB;0;6u_s_7.png;6u_s_7.png;516.09412344;1;2;cubes
220;19;f;r;c;n;n;1;series1c;17;0;0;0;2;0;4;nc;0;0;-1;1;-99999;-1;YTCD;YTCD;1;4u_s_3.png;4u_s_3.png;532.860568866;1;2;cubes
