subject;age;sex;handiness;eyesight;colorVision;expertise;session;stimulusSet;trialNumber;change;rotation;mirror;objectID;dimensionality;nUnits;compression;iv8;iv9;answer;timeout;accuracy;time;dualTaskString;dualTaskResponse;dualTaskAcc;nameImage1;nameImage2;timeStamp;nPracticeRuns;setOrder;setName
201;20;f;r;c;n;n;1;series1c;0;0;0;0;19;0;8;nc;0;0;1;0;0;0.91309302114;KZBM;-99;-99;8u_s_20.png;8u_s_20.png;273.932269718;1;1;simple
201;20;f;r;c;n;n;1;series1c;1;1;0;0;8;0;6;nc;0;0;1;0;1;1.3123570485;DTJK;-99;-99;6u_s_9.png;6u_d_9.png;283.541783941;1;1;simple
201;20;f;r;c;n;n;1;series1c;2;1;0;0;21;0;8;nc;0;0;1;0;1;0.787995918654;FCWS;-99;-99;8u_s_22.png;8u_d_22.png;291.148925325;1;1;simple
201;20;f;r;c;n;n;1;series1c;3;0;0;0;2;0;8;nc;0;0;1;0;0;1.27789372066;XLSH;-99;-99;8u_s_3.png;8u_s_3.png;303.894812894;1;1;simple
201;20;f;r;c;n;n;1;series1c;4;1;0;0;5;0;6;nc;0;0;1;0;1;1.08668653434;JGBM;-99;-99;6u_s_6.png;6u_d_6.png;311.518636394;1;1;simple
201;20;f;r;c;n;n;1;series1c;5;1;0;0;17;0;6;nc;0;0;1;0;1;1.08630395588;SXPN;-99;-99;6u_s_18.png;6u_d_18.png;319.54308812;1;1;simple
201;20;f;r;c;n;n;1;series1c;6;0;0;0;20;0;8;nc;0;0;1;0;0;1.10239613429;XMZG;-99;-99;8u_s_21.png;8u_s_21.png;328.151625275;1;1;simple
201;20;f;r;c;n;n;1;series1c;7;0;0;0;21;0;6;nc;0;0;1;0;0;0.998847429641;DXQZ;-99;-99;6u_s_22.png;6u_s_22.png;335.475290141;1;1;simple
201;20;f;r;c;n;n;1;series1c;8;0;0;0;10;0;6;nc;0;0;1;0;0;1.34682066133;YKWV;-99;-99;6u_s_11.png;6u_s_11.png;342.932398856;1;1;simple
201;20;f;r;c;n;n;1;series1c;9;0;0;0;1;0;4;nc;0;0;9;0;1;1.312333724;HZXC;HZXZ;0;4u_s_2.png;4u_s_2.png;361.667408403;1;1;simple
201;20;f;r;c;n;n;1;series1c;10;0;0;0;12;0;8;nc;0;0;9;0;1;1.40684078261;PCLG;-99;-99;8u_s_13.png;8u_s_13.png;374.17951992;1;1;simple
201;20;f;r;c;n;n;1;series1c;11;0;0;0;22;0;6;nc;0;0;1;0;0;1.40697560972;XVPL;-99;-99;6u_s_23.png;6u_s_23.png;382.187126542;1;1;simple
201;20;f;r;c;n;n;1;series1c;12;1;0;0;9;0;8;nc;0;0;9;0;0;2.50355029758;WKRL;-99;-99;8u_s_10.png;8u_d_10.png;391.095886047;1;1;simple
201;20;f;r;c;n;n;1;series1c;13;1;0;0;13;0;6;nc;0;0;1;0;1;0.799074473325;NXDS;-99;-99;6u_s_14.png;6u_d_14.png;398.002362029;1;1;simple
201;20;f;r;c;n;n;1;series1c;14;0;0;0;5;0;6;nc;0;0;9;0;1;1.38240271062;JKRT;-99;-99;6u_s_6.png;6u_s_6.png;405.64328834;1;1;simple
201;20;f;r;c;n;n;1;series1c;15;0;0;0;13;0;8;nc;0;0;1;0;0;0.744866127614;PDCH;-99;-99;8u_s_14.png;8u_s_14.png;412.750178702;1;1;simple
201;20;f;r;c;n;n;1;series1c;16;0;0;0;9;0;8;nc;0;0;1;0;0;0.802171792835;VPRN;-99;-99;8u_s_10.png;8u_s_10.png;419.623507767;1;1;simple
201;20;f;r;c;n;n;1;series1c;17;0;0;0;15;0;4;nc;0;0;1;0;0;1.32911767205;TWGQ;-99;-99;4u_s_16.png;4u_s_16.png;427.797819788;1;1;simple
201;20;f;r;c;n;n;1;series1c;18;1;0;0;21;0;6;nc;0;0;9;0;0;0.858768336941;MBFV;-99;-99;6u_s_22.png;6u_d_22.png;434.904988052;1;1;simple
201;20;f;r;c;n;n;1;series1c;19;0;0;0;15;0;8;nc;0;0;1;0;0;1.08332013013;JLPC;-99;-99;8u_s_16.png;8u_s_16.png;442.161999544;1;1;simple
201;20;f;r;c;n;n;1;series1c;20;0;0;0;9;0;4;nc;0;0;9;0;1;0.573796492536;VLHX;-99;-99;4u_s_10.png;4u_s_10.png;448.8182159;1;1;simple
201;20;f;r;c;n;n;1;series1c;21;1;0;0;15;0;4;nc;0;0;9;0;0;0.969656285364;BCQG;-99;-99;4u_s_16.png;4u_d_16.png;456.158650207;1;1;simple
201;20;f;r;c;n;n;1;series1c;22;1;0;0;19;0;4;nc;0;0;9;0;0;1.01102536358;FJRS;-99;-99;4u_s_20.png;4u_d_20.png;463.398953698;1;1;simple
201;20;f;r;c;n;n;1;series1c;23;0;0;0;14;0;6;nc;0;0;9;0;1;1.00859961892;JBSL;-99;-99;6u_s_15.png;6u_s_15.png;470.489196077;1;1;simple
201;20;f;r;c;n;n;1;series1c;0;0;0;0;13;0;4;nc;0;0;9;0;1;1.85129255988;RLMK;-99;-99;4u_s_14.png;4u_s_14.png;552.00165689;1;1;cubes
201;20;f;r;c;n;n;1;series1c;1;0;0;0;18;0;4;nc;0;0;9;0;1;1.05753151467;VGJF;VGJF;1;4u_s_19.png;4u_s_19.png;564.964222821;1;1;cubes
201;20;f;r;c;n;n;1;series1c;2;0;0;0;12;0;4;nc;0;0;9;0;1;1.00268572709;HDNL;-99;-99;4u_s_13.png;4u_s_13.png;573.055144453;1;1;cubes
201;20;f;r;c;n;n;1;series1c;3;1;0;0;15;0;8;nc;0;0;1;0;1;1.15696856938;KMDV;KMDV;1;8u_s_16.png;8u_d_16.png;586.585210692;1;1;cubes
201;20;f;r;c;n;n;1;series1c;4;0;0;0;5;0;4;nc;0;0;9;0;1;0.885119016282;YZVG;-99;-99;4u_s_6.png;4u_s_6.png;594.575959695;1;1;cubes
201;20;f;r;c;n;n;1;series1c;5;0;0;0;8;0;8;nc;0;0;-1;1;-99999;-1;NGTB;-99;-99;8u_s_9.png;8u_s_9.png;605.670018469;1;1;cubes
