subject;age;sex;handiness;eyesight;colorVision;expertise;session;stimulusSet;trialNumber;change;rotation;mirror;objectID;dimensionality;nUnits;compression;iv8;iv9;answer;timeout;accuracy;time;dualTaskString;dualTaskResponse;dualTaskAcc;nameImage1;nameImage2;timeStamp;nPracticeRuns;setOrder;setName
204;18;m;l;n;n;n;1;series1c;0;0;0;0;9;0;4;nc;0;0;1;0;0;1.08400352795;GXWN;-99;-99;4u_s_10.png;4u_s_10.png;279.522713772;1;2;cubes
204;18;m;l;n;n;n;1;series1c;1;0;0;0;23;0;8;nc;0;0;9;0;1;0.921726681321;BPLR;-99;-99;8u_s_24.png;8u_s_24.png;287.421862209;1;2;cubes
204;18;m;l;n;n;n;1;series1c;2;0;0;0;1;0;4;nc;0;0;9;0;1;0.805466880454;ZCJY;-99;-99;4u_s_2.png;4u_s_2.png;294.82105049;1;2;cubes
204;18;m;l;n;n;n;1;series1c;3;0;0;0;22;0;4;nc;0;0;9;0;1;0.976439555117;TLWV;TLWV;1;4u_s_23.png;4u_s_23.png;307.702936762;1;2;cubes
204;18;m;l;n;n;n;1;series1c;4;0;0;0;21;0;6;nc;0;0;9;0;1;0.956390463165;KRVP;-99;-99;6u_s_22.png;6u_s_22.png;315.418812074;1;2;cubes
204;18;m;l;n;n;n;1;series1c;5;0;0;0;10;0;6;nc;0;0;9;0;1;0.824771926564;YHNR;YHNR;1;6u_s_11.png;6u_s_11.png;327.417450455;1;2;cubes
204;18;m;l;n;n;n;1;series1c;6;1;0;0;12;0;8;nc;0;0;1;0;1;1.49063317242;JLFM;JLFM;1;8u_s_13.png;8u_d_13.png;340.316025389;1;2;cubes
204;18;m;l;n;n;n;1;series1c;7;1;0;0;23;0;4;nc;0;0;1;0;1;1.01400224814;YBXZ;-99;-99;4u_s_24.png;4u_d_24.png;348.081903598;1;2;cubes
204;18;m;l;n;n;n;1;series1c;8;0;0;0;23;0;4;nc;0;0;9;0;1;0.640963329555;BCPR;-99;-99;4u_s_24.png;4u_s_24.png;355.031116811;1;2;cubes
204;18;m;l;n;n;n;1;series1c;9;1;0;0;2;0;6;nc;0;0;1;0;1;1.02998036805;XQRH;-99;-99;6u_s_3.png;6u_d_3.png;362.313658025;1;2;cubes
204;18;m;l;n;n;n;1;series1c;10;1;0;0;0;0;8;nc;0;0;1;0;1;1.20498054916;DYVH;-99;-99;8u_s_1.png;8u_d_1.png;369.712835138;1;2;cubes
204;18;m;l;n;n;n;1;series1c;11;1;0;0;4;0;6;nc;0;0;9;0;0;0.928766894212;ZSLH;-99;-99;6u_s_5.png;6u_d_5.png;377.162049256;1;2;cubes
204;18;m;l;n;n;n;1;series1c;12;0;0;0;15;0;6;nc;0;0;9;0;1;0.956402536947;PQXK;-99;-99;6u_s_16.png;6u_s_16.png;384.694534629;1;2;cubes
204;18;m;l;n;n;n;1;series1c;13;0;0;0;17;0;8;nc;0;0;9;0;1;1.08606633086;XBHY;-99;-99;8u_s_18.png;8u_s_18.png;392.19372297;1;2;cubes
