subject;age;sex;handiness;eyesight;colorVision;expertise;session;stimulusSet;trialNumber;change;rotation;mirror;objectID;dimensionality;nUnits;compression;iv8;iv9;answer;timeout;accuracy;time;dualTaskString;dualTaskResponse;dualTaskAcc;nameImage1;nameImage2;timeStamp;nPracticeRuns;setOrder;setName
203;18;f;r;c;n;n;1;series1c;0;1;0;0;16;0;8;nc;0;0;1;0;1;0.918743231799;NDGV;-99;-99;8u_s_17.png;8u_d_17.png;262.667961365;1;1;simple
203;18;f;r;c;n;n;1;series1c;1;0;0;0;12;0;6;nc;0;0;9;0;1;1.2164886375;BPQY;BPQY;1;6u_s_13.png;6u_s_13.png;275.19675386;1;1;simple
203;18;f;r;c;n;n;1;series1c;2;1;0;0;3;0;6;nc;0;0;1;0;1;0.933916938026;QMTV;-99;-99;6u_s_4.png;6u_d_4.png;282.637077489;1;1;simple
203;18;f;r;c;n;n;1;series1c;3;1;0;0;15;0;4;nc;0;0;9;0;0;0.723028449342;TJHF;-99;-99;4u_s_16.png;4u_d_16.png;290.110890224;1;1;simple
203;18;f;r;c;n;n;1;series1c;4;1;0;0;2;0;6;nc;0;0;1;0;1;1.01798402052;CPQB;-99;-99;6u_s_3.png;6u_d_3.png;297.868731015;1;1;simple
203;18;f;r;c;n;n;1;series1c;5;0;0;0;2;0;6;nc;0;0;9;0;1;0.915630837437;JDKX;-99;-99;6u_s_3.png;6u_s_3.png;305.159032501;1;1;simple
203;18;f;r;c;n;n;1;series1c;6;1;0;0;6;0;6;nc;0;0;1;0;1;0.935468015261;KGCT;-99;-99;6u_s_7.png;6u_d_7.png;313.100132239;1;1;simple
203;18;f;r;c;n;n;1;series1c;7;1;0;0;23;0;6;nc;0;0;1;0;1;0.92802381143;QZSG;-99;-99;6u_s_24.png;6u_d_24.png;320.490612612;1;1;simple
203;18;f;r;c;n;n;1;series1c;8;0;0;0;22;0;6;nc;0;0;9;0;1;0.81150215026;LBHW;LBHW;1;6u_s_23.png;6u_s_23.png;331.768241799;1;1;simple
203;18;f;r;c;n;n;1;series1c;9;0;0;0;21;0;6;nc;0;0;9;0;1;0.977816436905;YLNQ;WLNQ;0;6u_s_22.png;6u_s_22.png;343.245984991;1;1;simple
203;18;f;r;c;n;n;1;series1c;10;1;0;0;2;0;8;nc;0;0;9;0;0;0.851473751012;ZFYQ;-99;-99;8u_s_3.png;8u_d_3.png;352.988738263;1;1;simple
203;18;f;r;c;n;n;1;series1c;11;1;0;0;11;0;6;nc;0;0;9;0;0;0.592276584823;RTVM;-99;-99;6u_s_12.png;6u_d_12.png;359.828699396;1;1;simple
203;18;f;r;c;n;n;1;series1c;12;0;0;0;21;0;8;nc;0;0;9;0;1;1.25312967459;HYXJ;-99;-99;8u_s_22.png;8u_s_22.png;367.218970702;1;1;simple
203;18;f;r;c;n;n;1;series1c;13;1;0;0;9;0;4;nc;0;0;1;0;1;0.956601123791;SFBR;-99;-99;4u_s_10.png;4u_d_10.png;374.359232977;1;1;simple
203;18;f;r;c;n;n;1;series1c;14;0;0;0;21;0;4;nc;0;0;9;0;1;0.699579676148;NFCG;-99;-99;4u_s_22.png;4u_s_22.png;381.366011865;1;1;simple
203;18;f;r;c;n;n;1;series1c;15;1;0;0;18;0;4;nc;0;0;1;0;1;1.03882728005;CPJT;-99;-99;4u_s_19.png;4u_d_19.png;388.656397547;1;1;simple
203;18;f;r;c;n;n;1;series1c;16;1;0;0;3;0;8;nc;0;0;1;0;1;0.845494722016;HMWD;-99;-99;8u_s_4.png;8u_d_4.png;395.529941652;1;1;simple
203;18;f;r;c;n;n;1;series1c;17;1;0;0;22;0;4;nc;0;0;1;0;1;0.920585296117;JKDT;-99;-99;4u_s_23.png;4u_d_23.png;402.570102409;1;1;simple
203;18;f;r;c;n;n;1;series1c;18;1;0;0;23;0;4;nc;0;0;1;0;1;0.755853659939;NCMW;-99;-99;4u_s_24.png;4u_d_24.png;409.360006668;1;1;simple
203;18;f;r;c;n;n;1;series1c;19;1;0;0;20;0;4;nc;0;0;1;0;1;0.967912923545;LMJW;-99;-99;4u_s_21.png;4u_d_21.png;416.516721513;1;1;simple
203;18;f;r;c;n;n;1;series1c;20;1;0;0;19;0;6;nc;0;0;9;0;0;1.28105731541;GKND;-99;-99;6u_s_20.png;6u_d_20.png;423.823764849;1;1;simple
203;18;f;r;c;n;n;1;series1c;21;0;0;0;4;0;4;nc;0;0;9;0;1;0.958001730032;PCNV;-99;-99;4u_s_5.png;4u_s_5.png;430.814129851;1;1;simple
203;18;f;r;c;n;n;1;series1c;22;1;0;0;18;0;8;nc;0;0;1;0;1;1.06966535887;WFSX;-99;-99;8u_s_19.png;8u_d_19.png;438.170873083;1;1;simple
203;18;f;r;c;n;n;1;series1c;23;0;0;0;5;0;6;nc;0;0;9;0;1;0.787261766847;RYCV;RYCV;1;6u_s_6.png;6u_s_6.png;448.998387198;1;1;simple
203;18;f;r;c;n;n;1;series1c;0;0;0;0;7;0;6;nc;0;0;9;0;1;0.674964109901;TDZQ;-99;-99;6u_s_8.png;6u_s_8.png;507.421401795;1;1;cubes
203;18;f;r;c;n;n;1;series1c;1;0;0;0;23;0;6;nc;0;0;9;0;1;0.655749013182;WPZV;-99;-99;6u_s_24.png;6u_s_24.png;514.328322649;1;1;cubes
203;18;f;r;c;n;n;1;series1c;2;1;0;0;4;0;4;nc;0;0;1;0;1;0.725688576698;HYQS;-99;-99;4u_s_5.png;4u_d_5.png;521.285072538;1;1;cubes
203;18;f;r;c;n;n;1;series1c;3;0;0;0;2;0;4;nc;0;0;9;0;1;0.823071940802;TMWF;-99;-99;4u_s_3.png;4u_s_3.png;528.191418245;1;1;cubes
203;18;f;r;c;n;n;1;series1c;4;1;0;0;19;0;4;nc;0;0;1;0;1;0.79049362801;KMDQ;-99;-99;4u_s_20.png;4u_d_20.png;535.014791128;1;1;cubes
203;18;f;r;c;n;n;1;series1c;5;0;0;0;18;0;6;nc;0;0;9;0;1;0.765868675895;VDCL;-99;-99;6u_s_19.png;6u_s_19.png;541.854969293;1;1;cubes
203;18;f;r;c;n;n;1;series1c;6;0;0;0;5;0;8;nc;0;0;9;0;1;0.883093769196;ZVPN;-99;-99;8u_s_6.png;8u_s_6.png;548.878417498;1;1;cubes
203;18;f;r;c;n;n;1;series1c;7;0;0;0;3;0;6;nc;0;0;9;0;1;0.481160796247;KDLM;-99;-99;6u_s_4.png;6u_s_4.png;555.368069254;1;1;cubes
203;18;f;r;c;n;n;1;series1c;8;1;0;0;0;0;8;nc;0;0;1;0;1;0.527517044451;LKYP;-99;-99;8u_s_1.png;8u_d_1.png;561.891040303;1;1;cubes
203;18;f;r;c;n;n;1;series1c;9;1;0;0;20;0;4;nc;0;0;1;0;1;0.627650989685;ZGVY;-99;-99;4u_s_21.png;4u_d_21.png;568.53079072;1;1;cubes
203;18;f;r;c;n;n;1;series1c;10;1;0;0;22;0;8;nc;0;0;1;0;1;0.919960655738;JXSF;-99;-99;8u_s_23.png;8u_d_23.png;575.570716809;1;1;cubes
