subject;age;sex;handiness;eyesight;colorVision;expertise;session;stimulusSet;trialNumber;change;rotation;mirror;objectID;dimensionality;nUnits;compression;border;iv9;answer;timeout;accuracy;time;dualTaskString;dualTaskResponse;dualTaskAcc;nameImage1;nameImage2;timeStamp;nPracticeRuns;setOrder;setName
108;18;f;r;c;n;n;1;series1c;0;1;0;0;21;0;6;nc;1;0;1;0;1;1.1408311;VXQB;-99;-99;6u_s_22_b.png;6u_d_22_b.png;177.7029627;1;2;3D
108;18;f;r;c;n;n;1;series1c;1;1;0;0;1;0;6;nc;0;0;9;0;0;1.27512980002;VWMH;-99;-99;6u_s_2.png;6u_d_2.png;185.6941751;1;2;3D
108;18;f;r;c;n;n;1;series1c;2;0;0;0;6;0;6;nc;0;0;9;0;1;0.824739700009;NXHD;-99;-99;6u_s_7.png;6u_s_7.png;192.9180316;1;2;3D
108;18;f;r;c;n;n;1;series1c;3;0;0;0;20;0;6;nc;0;0;9;0;1;1.15852160001;YZQS;-99;-99;6u_s_21.png;6u_s_21.png;201.9102224;1;2;3D
108;18;f;r;c;n;n;1;series1c;4;1;0;0;16;0;6;nc;1;0;1;0;1;0.804423600028;PKWV;-99;-99;6u_s_17_b.png;6u_d_17_b.png;209.0336641;1;2;3D
108;18;f;r;c;n;n;1;series1c;5;1;0;0;1;0;6;nc;1;0;9;0;0;0.94258079998;KTDZ;-99;-99;6u_s_2_b.png;6u_d_2_b.png;216.5410046;1;2;3D
108;18;f;r;c;n;n;1;series1c;6;0;0;0;12;0;6;nc;0;0;9;0;1;0.884634100017;ZKWC;-99;-99;6u_s_13.png;6u_s_13.png;223.9649676;1;2;3D
108;18;f;r;c;n;n;1;series1c;7;1;0;0;13;0;6;nc;1;0;1;0;1;0.640746000048;YQSW;-99;-99;6u_s_14_b.png;6u_d_14_b.png;231.2387508;1;2;3D
108;18;f;r;c;n;n;1;series1c;8;1;0;0;9;0;6;nc;1;0;1;0;1;1.03107540001;BSHN;-99;-99;6u_s_10_b.png;6u_d_10_b.png;238.6959208;1;2;3D
108;18;f;r;c;n;n;1;series1c;9;0;0;0;7;0;6;nc;1;0;9;0;1;0.824354699987;FTJV;-99;-99;6u_s_8_b.png;6u_s_8_b.png;248.6226181;1;2;3D
108;18;f;r;c;n;n;1;series1c;10;1;0;0;3;0;6;nc;0;0;1;0;1;0.725024799991;LTXD;-99;-99;6u_s_4.png;6u_d_4.png;255.4457523;1;2;3D
108;18;f;r;c;n;n;1;series1c;11;1;0;0;8;0;6;nc;0;0;9;0;0;1.40683779999;LGHY;LGHY;1;6u_s_9.png;6u_d_9.png;268.6755522;1;2;3D
108;18;f;r;c;n;n;1;series1c;12;1;0;0;16;0;6;nc;0;0;1;0;1;0.975253699988;HWTG;-99;-99;6u_s_17.png;6u_d_17.png;276.5497215;1;2;3D
108;18;f;r;c;n;n;1;series1c;13;0;0;0;17;0;6;nc;1;0;9;0;1;1.59943659999;BPKT;BPKT;1;6u_s_18_b.png;6u_s_18_b.png;289.3624551;1;2;3D
108;18;f;r;c;n;n;1;series1c;14;1;0;0;10;0;6;nc;0;0;1;0;1;0.770768799994;LTNX;-99;-99;6u_s_11.png;6u_d_11.png;297.3702113;1;2;3D
108;18;f;r;c;n;n;1;series1c;15;1;0;0;18;0;6;nc;1;0;1;0;1;0.675862799981;RZWT;-99;-99;6u_s_19_b.png;6u_d_19_b.png;304.2768863;1;2;3D
108;18;f;r;c;n;n;1;series1c;16;1;0;0;7;0;6;nc;0;0;1;0;1;0.782413299952;JZDL;-99;-99;6u_s_8.png;6u_d_8.png;311.3671678;1;2;3D
108;18;f;r;c;n;n;1;series1c;17;0;0;0;10;0;6;nc;0;0;1;0;0;1.48923150002;JQLG;-99;-99;6u_s_11.png;6u_s_11.png;319.4250132;1;2;3D
108;18;f;r;c;n;n;1;series1c;18;0;0;0;0;0;6;nc;1;0;9;0;1;1.56109899998;WGKX;WGKX;1;6u_s_1_b.png;6u_s_1_b.png;332.9717567;1;2;3D
108;18;f;r;c;n;n;1;series1c;19;0;0;0;22;0;6;nc;0;0;9;0;1;1.82979429996;FZGW;-99;-99;6u_s_23.png;6u_s_23.png;340.9460645;1;2;3D
108;18;f;r;c;n;n;1;series1c;20;0;0;0;11;0;6;nc;1;0;9;0;1;0.828827099991;TRDL;-99;-99;6u_s_12_b.png;6u_s_12_b.png;347.7861225;1;2;3D
108;18;f;r;c;n;n;1;series1c;21;0;0;0;2;0;6;nc;1;0;1;0;0;0.860832199978;RPGM;-99;-99;6u_s_3_b.png;6u_s_3_b.png;355.4437639;1;2;3D
108;18;f;r;c;n;n;1;series1c;22;0;0;0;18;0;6;nc;1;0;9;0;1;1.46608849999;NCXP;NCXP;1;6u_s_19_b.png;6u_s_19_b.png;368.0393287;1;2;3D
108;18;f;r;c;n;n;1;series1c;23;1;0;0;11;0;6;nc;1;0;1;0;1;1.17505029996;KCWY;-99;-99;6u_s_12_b.png;6u_d_12_b.png;375.2465123;1;2;3D
108;18;f;r;c;n;n;1;series1c;0;1;0;0;12;0;6;nc;0;0;1;0;1;1.22886080004;HDYR;-99;-99;6u_s_13_2D.png;6u_d_13_2D.png;451.7543645;1;2;2D
108;18;f;r;c;n;n;1;series1c;1;0;0;0;8;0;6;nc;0;0;9;0;1;0.961261100019;TKDY;-99;-99;6u_s_9_2D.png;6u_s_9_2D.png;458.611248;1;2;2D
108;18;f;r;c;n;n;1;series1c;2;1;0;0;20;0;6;nc;0;0;1;0;1;0.567920000001;CZJN;-99;-99;6u_s_21_2D.png;6u_d_21_2D.png;465.1009188;1;2;2D
108;18;f;r;c;n;n;1;series1c;3;0;0;0;13;0;6;nc;0;0;9;0;1;2.05220689997;KBXW;-99;-99;6u_s_14_2D.png;6u_s_14_2D.png;473.1254172;1;2;2D
108;18;f;r;c;n;n;1;series1c;4;1;0;0;10;0;6;nc;0;0;1;0;1;1.05302659998;NBXQ;-99;-99;6u_s_11_2D.png;6u_d_11_2D.png;480.11566;1;2;2D
108;18;f;r;c;n;n;1;series1c;5;1;0;0;4;0;6;nc;0;0;1;0;1;1.3851217;BGVS;-99;-99;6u_s_5_2D.png;6u_d_5_2D.png;487.5897509;1;2;2D
108;18;f;r;c;n;n;1;series1c;6;1;0;0;21;0;6;nc;0;0;1;0;1;1.19616659998;NSPF;-99;-99;6u_s_22_2D.png;6u_d_22_2D.png;494.729791;1;2;2D
108;18;f;r;c;n;n;1;series1c;7;1;0;0;6;0;6;nc;1;0;1;0;1;1.1455784;KSTX;KSTX;1;6u_s_7_b_2D.png;6u_d_7_b_2D.png;508.2933184;1;2;2D
108;18;f;r;c;n;n;1;series1c;8;0;0;0;9;0;6;nc;1;0;9;0;1;1.30738510005;QRXD;-99;-99;6u_s_10_b_2D.png;6u_s_10_b_2D.png;516.1673205;1;2;2D
108;18;f;r;c;n;n;1;series1c;9;0;0;0;1;0;6;nc;0;0;1;0;0;2.05783770001;TVWZ;TVWZ;1;6u_s_2_2D.png;6u_s_2_2D.png;531.5828054;1;2;2D
108;18;f;r;c;n;n;1;series1c;10;1;0;0;11;0;6;nc;0;0;-1;1;-99999;-1;MSZT;-99;-99;6u_s_12_2D.png;6u_d_12_2D.png;540.5578768;1;2;2D
