subject;age;sex;handiness;eyesight;colorVision;expertise;session;stimulusSet;trialNumber;change;rotation;mirror;objectID;dimensionality;nUnits;compression;border;iv9;answer;timeout;accuracy;time;dualTaskString;dualTaskResponse;dualTaskAcc;nameImage1;nameImage2;timeStamp;nPracticeRuns;setOrder;setName
110;19;f;r;n;n;n;1;series1c;0;1;0;0;6;0;6;nc;0;0;1;0;1;1.70273309998;WKRD;WKRD;1;6u_s_7.png;6u_d_7.png;255.6051327;1;2;3D
110;19;f;r;n;n;n;1;series1c;1;1;0;0;15;0;6;nc;1;0;-1;1;-99999;-1;VQXL;-99;-99;6u_s_16_b.png;6u_d_16_b.png;268.2172519;1;2;3D
110;19;f;r;n;n;n;1;series1c;2;1;0;0;19;0;6;nc;0;0;1;0;1;0.940118599974;TFWL;-99;-99;6u_s_20.png;6u_d_20.png;274.8739533;1;2;3D
110;19;f;r;n;n;n;1;series1c;3;0;0;0;22;0;6;nc;0;0;9;0;1;1.90050499997;XQLM;-99;-99;6u_s_23.png;6u_s_23.png;286.3851424;1;2;3D
110;19;f;r;n;n;n;1;series1c;4;1;0;0;5;0;6;nc;1;0;1;0;1;1.61060379999;BGDY;-99;-99;6u_s_6_b.png;6u_d_6_b.png;294.926866;1;2;3D
110;19;f;r;n;n;n;1;series1c;5;0;0;0;16;0;6;nc;1;0;1;0;0;1.98974559997;WSCJ;-99;-99;6u_s_17_b.png;6u_s_17_b.png;304.219254;1;2;3D
110;19;f;r;n;n;n;1;series1c;6;0;0;0;15;0;6;nc;1;0;9;0;1;1.41293789999;ZRGH;ZRGH;1;6u_s_16_b.png;6u_s_16_b.png;316.7480698;1;2;3D
110;19;f;r;n;n;n;1;series1c;7;0;0;0;13;0;6;nc;1;0;9;0;1;1.77465660003;DVJB;-99;-99;6u_s_14_b.png;6u_s_14_b.png;327.2418078;1;2;3D
110;19;f;r;n;n;n;1;series1c;8;1;0;0;3;0;6;nc;0;0;1;0;1;1.09382260003;MNSF;-99;-99;6u_s_4.png;6u_d_4.png;334.582341;1;2;3D
110;19;f;r;n;n;n;1;series1c;9;0;0;0;4;0;6;nc;0;0;9;0;1;1.3273604;KWDT;-99;-99;6u_s_5.png;6u_s_5.png;342.2064545;1;2;3D
110;19;f;r;n;n;n;1;series1c;10;0;0;0;17;0;6;nc;0;0;9;0;1;1.2040418;CHPX;-99;-99;6u_s_18.png;6u_s_18.png;349.5970388;1;2;3D
110;19;f;r;n;n;n;1;series1c;11;1;0;0;11;0;6;nc;1;0;9;0;0;0.922103199991;LZCR;-99;-99;6u_s_12_b.png;6u_d_12_b.png;356.7874297;1;2;3D
110;19;f;r;n;n;n;1;series1c;12;0;0;0;14;0;6;nc;1;0;9;0;1;0.903482499998;RQPV;-99;-99;6u_s_15_b.png;6u_s_15_b.png;364.0611922;1;2;3D
110;19;f;r;n;n;n;1;series1c;13;0;0;0;12;0;6;nc;1;0;9;0;1;1.36755690002;LHPG;-99;-99;6u_s_13_b.png;6u_s_13_b.png;371.3682875;1;2;3D
110;19;f;r;n;n;n;1;series1c;14;0;0;0;6;0;6;nc;0;0;9;0;1;0.890980899974;MKTZ;-99;-99;6u_s_7.png;6u_s_7.png;378.225029;1;2;3D
110;19;f;r;n;n;n;1;series1c;15;0;0;0;8;0;6;nc;0;0;9;0;1;0.652319799992;XZYV;-99;-99;6u_s_9.png;6u_s_9.png;384.7981574;1;2;3D
110;19;f;r;n;n;n;1;series1c;16;0;0;0;22;0;6;nc;1;0;9;0;1;0.683818599966;GLNB;-99;-99;6u_s_23_b.png;6u_s_23_b.png;391.4880529;1;2;3D
110;19;f;r;n;n;n;1;series1c;17;1;0;0;6;0;6;nc;1;0;1;0;1;0.68590739998;BYHP;GYHP;0;6u_s_7_b.png;6u_d_7_b.png;402.8159345;1;2;3D
110;19;f;r;n;n;n;1;series1c;18;0;0;0;23;0;6;nc;1;0;9;0;1;0.916155399987;WCHT;-99;-99;6u_s_24_b.png;6u_s_24_b.png;410.4732769;1;2;3D
110;19;f;r;n;n;n;1;series1c;19;1;0;0;19;0;6;nc;1;0;9;0;0;0.779295299959;PDFL;-99;-99;6u_s_20_b.png;6u_d_20_b.png;417.3798917;1;2;3D
110;19;f;r;n;n;n;1;series1c;20;1;0;0;14;0;6;nc;0;0;1;0;1;1.04350749997;XWNJ;-99;-99;6u_s_15.png;6u_d_15.png;424.8708726;1;2;3D
110;19;f;r;n;n;n;1;series1c;21;1;0;0;13;0;6;nc;1;0;1;0;1;1.40542860003;QFDH;-99;-99;6u_s_14_b.png;6u_d_14_b.png;432.2278923;1;2;3D
110;19;f;r;n;n;n;1;series1c;22;1;0;0;23;0;6;nc;1;0;1;0;1;1.17941059999;LDPW;-99;-99;6u_s_24_b.png;6u_d_24_b.png;439.468183;1;2;3D
110;19;f;r;n;n;n;1;series1c;23;0;0;0;2;0;6;nc;0;0;1;0;0;1.17180770001;NQTJ;-99;-99;6u_s_3.png;6u_s_3.png;446.6919582;1;2;3D
110;19;f;r;n;n;n;1;series1c;0;0;0;0;19;0;6;nc;0;0;9;0;1;1.01969470002;RSLN;-99;-99;6u_s_20_2D.png;6u_s_20_2D.png;573.7663591;2;2;2D
110;19;f;r;n;n;n;1;series1c;1;0;0;0;1;0;6;nc;1;0;9;0;1;0.819590899977;MQXK;-99;-99;6u_s_2_b_2D.png;6u_s_2_b_2D.png;580.7898493;2;2;2D
110;19;f;r;n;n;n;1;series1c;2;0;0;0;22;0;6;nc;0;0;9;0;1;0.843532899977;CGSB;-99;-99;6u_s_23_2D.png;6u_s_23_2D.png;587.6464568;2;2;2D
110;19;f;r;n;n;n;1;series1c;3;0;0;0;17;0;6;nc;0;0;9;0;1;0.8321459;RLHW;RLHW;1;6u_s_18_2D.png;6u_s_18_2D.png;599.1747294;2;2;2D
110;19;f;r;n;n;n;1;series1c;4;0;0;0;19;0;6;nc;1;0;9;0;1;0.605517599965;LKRN;LKRN;1;6u_s_20_b_2D.png;6u_s_20_b_2D.png;610.6859436;2;2;2D
110;19;f;r;n;n;n;1;series1c;5;1;0;0;22;0;6;nc;0;0;9;0;0;1.3033576;JVNL;-99;-99;6u_s_23_2D.png;6u_d_23_2D.png;618.3099144;2;2;2D
110;19;f;r;n;n;n;1;series1c;6;0;0;0;1;0;6;nc;0;0;9;0;1;0.760159700003;PVQZ;-99;-99;6u_s_2_2D.png;6u_s_2_2D.png;625.1666643;2;2;2D
110;19;f;r;n;n;n;1;series1c;7;1;0;0;0;0;6;nc;1;0;1;0;1;1.00377090002;WSQG;WSQG;1;6u_s_1_b_2D.png;6u_d_1_b_2D.png;636.3612971;2;2;2D
110;19;f;r;n;n;n;1;series1c;8;0;0;0;20;0;6;nc;1;0;9;0;1;0.803947100008;HTPM;-99;-99;6u_s_21_b_2D.png;6u_s_21_b_2D.png;643.3012171;2;2;2D
110;19;f;r;n;n;n;1;series1c;9;0;0;0;6;0;6;nc;1;0;9;0;1;0.877869600023;BDVQ;-99;-99;6u_s_7_b_2D.png;6u_s_7_b_2D.png;650.1577697;2;2;2D
110;19;f;r;n;n;n;1;series1c;10;0;0;0;12;0;6;nc;0;0;9;0;1;1.01840889995;TBWH;TBWH;1;6u_s_13_2D.png;6u_s_13_2D.png;661.3188467;2;2;2D
110;19;f;r;n;n;n;1;series1c;11;0;0;0;2;0;6;nc;0;0;9;0;1;0.673837300041;FHSK;-99;-99;6u_s_3_2D.png;6u_s_3_2D.png;668.4256545;2;2;2D
