subject;age;sex;handiness;eyesight;colorVision;expertise;session;stimulusSet;trialNumber;change;rotation;mirror;objectID;dimensionality;nUnits;compression;border;iv9;answer;timeout;accuracy;time;dualTaskString;dualTaskResponse;dualTaskAcc;nameImage1;nameImage2;timeStamp;nPracticeRuns;setOrder;setName
111;21;m;r;n;n;n;1;series1c;0;0;0;0;8;0;6;nc;1;0;9;0;1;0.712708877865;BKHT;BKHT;1;6u_s_9_b_2D.png;6u_s_9_b_2D.png;218.463855828;1;1;2D
111;21;m;r;n;n;n;1;series1c;1;1;0;0;16;0;6;nc;1;0;9;0;0;0.612732173875;CZRH;-99;-99;6u_s_17_b_2D.png;6u_d_17_b_2D.png;227.580449757;1;1;2D
111;21;m;r;n;n;n;1;series1c;2;0;0;0;23;0;6;nc;1;0;9;0;1;0.676174875116;VZRJ;VZRJ;1;6u_s_24_b_2D.png;6u_s_24_b_2D.png;240.813597794;1;1;2D
111;21;m;r;n;n;n;1;series1c;3;0;0;0;13;0;6;nc;1;0;9;0;1;0.861016620416;KSPC;-99;-99;6u_s_14_b_2D.png;6u_s_14_b_2D.png;249.630208705;1;1;2D
111;21;m;r;n;n;n;1;series1c;4;0;0;0;5;0;6;nc;1;0;9;0;1;0.615836597048;WPTQ;-99;-99;6u_s_6_b_2D.png;6u_s_6_b_2D.png;256.730058263;1;1;2D
111;21;m;r;n;n;n;1;series1c;5;1;0;0;5;0;6;nc;0;0;1;0;1;0.484503342304;DLTN;-99;-99;6u_s_6_2D.png;6u_d_6_2D.png;263.479975845;1;1;2D
111;21;m;r;n;n;n;1;series1c;6;0;0;0;10;0;6;nc;0;0;9;0;1;0.448560982943;RFJB;-99;-99;6u_s_11_2D.png;6u_s_11_2D.png;270.329898007;1;1;2D
111;21;m;r;n;n;n;1;series1c;7;1;0;0;12;0;6;nc;1;0;9;0;0;0.611269562272;ZFXQ;ZFXQ;1;6u_s_13_b_2D.png;6u_d_13_b_2D.png;283.129713915;1;1;2D
111;21;m;r;n;n;n;1;series1c;8;0;0;0;11;0;6;nc;1;0;9;0;1;0.422798309941;JXLC;JXLC;1;6u_s_12_b_2D.png;6u_s_12_b_2D.png;293.579571109;1;1;2D
111;21;m;r;n;n;n;1;series1c;9;0;0;0;1;0;6;nc;0;0;9;0;1;0.619607757311;PSNZ;-99;-99;6u_s_2_2D.png;6u_s_2_2D.png;301.046172961;1;1;2D
111;21;m;r;n;n;n;1;series1c;10;1;0;0;2;0;6;nc;0;0;9;0;0;0.703691146104;HVMQ;-99;-99;6u_s_3_2D.png;6u_d_3_2D.png;308.229428077;1;1;2D
111;21;m;r;n;n;n;1;series1c;11;1;0;0;14;0;6;nc;1;0;9;0;0;1.11243507196;CTFX;-99;-99;6u_s_15_b_2D.png;6u_d_15_b_2D.png;315.61269605;1;1;2D
111;21;m;r;n;n;n;1;series1c;12;0;0;0;6;0;6;nc;0;0;1;0;0;1.01584040863;KWTB;-99;-99;6u_s_7_2D.png;6u_s_7_2D.png;323.145889683;1;1;2D
111;21;m;r;n;n;n;1;series1c;13;1;0;0;19;0;6;nc;0;0;1;0;1;0.527237942442;GDVR;-99;-99;6u_s_20_2D.png;6u_d_20_2D.png;330.062507164;1;1;2D
111;21;m;r;n;n;n;1;series1c;14;0;0;0;22;0;6;nc;0;0;9;0;1;1.1086397341;SYRN;SYRN;1;6u_s_23_2D.png;6u_s_23_2D.png;341.262300999;1;1;2D
111;21;m;r;n;n;n;1;series1c;15;0;0;0;3;0;6;nc;0;0;9;0;1;0.930758336559;YSNM;-99;-99;6u_s_4_2D.png;6u_s_4_2D.png;348.379055355;1;1;2D
111;21;m;r;n;n;n;1;series1c;16;1;0;0;15;0;6;nc;0;0;1;0;1;1.24100751244;WHDM;-99;-99;6u_s_16_2D.png;6u_d_16_2D.png;356.145515355;1;1;2D
111;21;m;r;n;n;n;1;series1c;17;1;0;0;10;0;6;nc;0;0;1;0;1;1.05694144638;BQKM;-99;-99;6u_s_11_2D.png;6u_d_11_2D.png;363.362053846;1;1;2D
111;21;m;r;n;n;n;1;series1c;18;1;0;0;6;0;6;nc;1;0;1;0;1;0.868368078489;VKHM;VKHM;1;6u_s_7_b_2D.png;6u_d_7_b_2D.png;374.428548917;1;1;2D
111;21;m;r;n;n;n;1;series1c;19;0;0;0;21;0;6;nc;1;0;1;0;0;0.915252718609;CNGB;-99;-99;6u_s_22_b_2D.png;6u_s_22_b_2D.png;381.561853085;1;1;2D
111;21;m;r;n;n;n;1;series1c;20;1;0;0;12;0;6;nc;0;0;9;0;0;0.954697722802;DBXQ;-99;-99;6u_s_13_2D.png;6u_d_13_2D.png;388.628397934;1;1;2D
111;21;m;r;n;n;n;1;series1c;21;1;0;0;17;0;6;nc;1;0;1;0;1;1.11943182861;MXFC;-99;-99;6u_s_18_b_2D.png;6u_d_18_b_2D.png;395.878311961;1;1;2D
111;21;m;r;n;n;n;1;series1c;22;1;0;0;18;0;6;nc;0;0;1;0;1;0.893551907735;VMNB;-99;-99;6u_s_19_2D.png;6u_d_19_2D.png;402.894910697;1;1;2D
111;21;m;r;n;n;n;1;series1c;23;0;0;0;17;0;6;nc;0;0;1;0;0;1.27963815304;RHKQ;-99;-99;6u_s_18_2D.png;6u_s_18_2D.png;410.828157067;1;1;2D
111;21;m;r;n;n;n;1;series1c;0;1;0;0;6;0;6;nc;0;0;9;0;0;2.13314772397;CRQT;-99;-99;6u_s_7.png;6u_d_7.png;493.177086376;1;1;3D
111;21;m;r;n;n;n;1;series1c;1;0;0;0;3;0;6;nc;1;0;9;0;1;0.967799503356;SVDF;SVDF;1;6u_s_4_b.png;6u_s_4_b.png;504.726920844;1;1;3D
111;21;m;r;n;n;n;1;series1c;2;1;0;0;10;0;6;nc;1;0;1;0;1;1.43801265722;BXDG;BXDG;1;6u_s_11_b.png;6u_d_11_b.png;517.410094467;1;1;3D
111;21;m;r;n;n;n;1;series1c;3;0;0;0;9;0;6;nc;1;0;9;0;1;1.06146723684;MHBR;-99;-99;6u_s_10_b.png;6u_s_10_b.png;524.493428061;1;1;3D
111;21;m;r;n;n;n;1;series1c;4;0;0;0;7;0;6;nc;0;0;9;0;1;0.714250565041;NVWD;-99;-99;6u_s_8.png;6u_s_8.png;531.226629147;1;1;3D
111;21;m;r;n;n;n;1;series1c;5;1;0;0;15;0;6;nc;0;0;1;0;1;0.861665152945;JTZS;-99;-99;6u_s_16.png;6u_d_16.png;538.093237654;1;1;3D
111;21;m;r;n;n;n;1;series1c;6;1;0;0;21;0;6;nc;0;0;1;0;1;0.572362157749;FZGC;-99;-99;6u_s_22.png;6u_d_22.png;544.643097437;1;1;3D
111;21;m;r;n;n;n;1;series1c;7;0;0;0;19;0;6;nc;1;0;1;0;0;1.36521714902;TSGV;-99;-99;6u_s_20_b.png;6u_s_20_b.png;552.009687029;1;1;3D
111;21;m;r;n;n;n;1;series1c;8;0;0;0;1;0;6;nc;0;0;9;0;1;1.20918248198;PWKR;-99;-99;6u_s_2.png;6u_s_2.png;559.759626229;1;1;3D
111;21;m;r;n;n;n;1;series1c;9;1;0;0;17;0;6;nc;1;0;1;0;1;1.08935470739;MQJT;-99;-99;6u_s_18_b.png;6u_d_18_b.png;567.042893889;1;1;3D
111;21;m;r;n;n;n;1;series1c;10;1;0;0;12;0;6;nc;0;0;1;0;1;1.32800560002;VHXT;-99;-99;6u_s_13.png;6u_d_13.png;574.509431456;1;1;3D
111;21;m;r;n;n;n;1;series1c;11;0;0;0;7;0;6;nc;1;0;9;0;1;0.988090324448;JFXL;-99;-99;6u_s_8_b.png;6u_s_8_b.png;581.475978267;1;1;3D
111;21;m;r;n;n;n;1;series1c;12;0;0;0;2;0;6;nc;1;0;9;0;1;1.18884870969;MSBG;-99;-99;6u_s_3_b.png;6u_s_3_b.png;588.659222859;1;1;3D
