subject;age;sex;handiness;eyesight;colorVision;expertise;session;stimulusSet;trialNumber;change;rotation;mirror;objectID;dimensionality;nUnits;compression;border;iv9;answer;timeout;accuracy;time;dualTaskString;dualTaskResponse;dualTaskAcc;nameImage1;nameImage2;timeStamp;nPracticeRuns;setOrder;setName
116;19;m;r;n;n;n;1;series1c;0;0;0;0;14;0;6;nc;1;0;9;0;1;1.09660234349;PBJG;-99;-99;6u_s_15_b.png;6u_s_15_b.png;318.325322723;1;2;3D
116;19;m;r;n;n;n;1;series1c;1;0;0;0;3;0;6;nc;1;0;9;0;1;0.786029754439;NYJC;-99;-99;6u_s_4_b.png;6u_s_4_b.png;325.391785652;1;2;3D
116;19;m;r;n;n;n;1;series1c;2;1;0;0;6;0;6;nc;0;0;1;0;1;0.63325168821;WGVR;-99;-99;6u_s_7.png;6u_d_7.png;333.458345007;1;2;3D
116;19;m;r;n;n;n;1;series1c;3;0;0;0;23;0;6;nc;0;0;1;0;0;1.22373009217;XHJQ;-99;-99;6u_s_24.png;6u_s_24.png;340.908257384;1;2;3D
116;19;m;r;n;n;n;1;series1c;4;0;0;0;20;0;6;nc;0;0;9;0;1;0.792333320715;VKHQ;-99;-99;6u_s_21.png;6u_s_21.png;349.641536123;1;2;3D
116;19;m;r;n;n;n;1;series1c;5;1;0;0;10;0;6;nc;1;0;1;0;1;0.741684062639;VWPJ;-99;-99;6u_s_11_b.png;6u_d_11_b.png;356.858087415;1;2;3D
116;19;m;r;n;n;n;1;series1c;6;1;0;0;4;0;6;nc;1;0;1;0;1;1.0898493554;SNTG;-99;-99;6u_s_5_b.png;6u_d_5_b.png;364.108024766;1;2;3D
116;19;m;r;n;n;n;1;series1c;7;0;0;0;23;0;6;nc;1;0;9;0;1;1.05729586375;VPYW;-99;-99;6u_s_24_b.png;6u_s_24_b.png;374.49116161;1;2;3D
116;19;m;r;n;n;n;1;series1c;8;1;0;0;8;0;6;nc;0;0;9;0;0;0.885439276928;PJDH;-99;-99;6u_s_9.png;6u_d_9.png;381.424417935;1;2;3D
116;19;m;r;n;n;n;1;series1c;9;1;0;0;3;0;6;nc;0;0;1;0;1;0.764162259409;GQSH;-99;-99;6u_s_4.png;6u_d_4.png;388.724358571;1;2;3D
116;19;m;r;n;n;n;1;series1c;10;0;0;0;22;0;6;nc;0;0;9;0;1;0.590160395019;TDHB;TDHB;1;6u_s_23.png;6u_s_23.png;400.224130589;1;2;3D
116;19;m;r;n;n;n;1;series1c;11;1;0;0;4;0;6;nc;0;0;9;0;0;1.16359775164;HVRZ;-99;-99;6u_s_5.png;6u_d_5.png;407.540759278;1;2;3D
116;19;m;r;n;n;n;1;series1c;12;1;0;0;11;0;6;nc;1;0;9;0;0;1.06099932618;XBGQ;-99;-99;6u_s_12_b.png;6u_d_12_b.png;414.807365908;1;2;3D
116;19;m;r;n;n;n;1;series1c;13;1;0;0;19;0;6;nc;0;0;1;0;1;0.70974866813;PXFW;-99;-99;6u_s_20.png;6u_d_20.png;421.640595182;1;2;3D
116;19;m;r;n;n;n;1;series1c;14;1;0;0;3;0;6;nc;1;0;1;0;1;0.692579905502;NJRK;-99;-99;6u_s_4_b.png;6u_d_4_b.png;428.457184191;1;2;3D
116;19;m;r;n;n;n;1;series1c;15;0;0;0;0;0;6;nc;1;0;9;0;1;1.01805679733;NPGJ;-99;-99;6u_s_1_b.png;6u_s_1_b.png;435.45706444;1;2;3D
116;19;m;r;n;n;n;1;series1c;16;0;0;0;7;0;6;nc;1;0;9;0;1;1.05332985939;PFJW;PFJW;1;6u_s_8_b.png;6u_s_8_b.png;446.273559298;1;2;3D
116;19;m;r;n;n;n;1;series1c;17;0;0;0;18;0;6;nc;0;0;9;0;1;1.74200576916;VXBQ;-99;-99;6u_s_19.png;6u_s_19.png;454.073525107;1;2;3D
116;19;m;r;n;n;n;1;series1c;18;0;0;0;13;0;6;nc;1;0;9;0;1;0.572943276959;VYZN;-99;-99;6u_s_14_b.png;6u_s_14_b.png;460.940082415;1;2;3D
116;19;m;r;n;n;n;1;series1c;19;1;0;0;9;0;6;nc;0;0;1;0;1;0.674320299411;HCBQ;-99;-99;6u_s_10.png;6u_d_10.png;467.706662165;1;2;3D
116;19;m;r;n;n;n;1;series1c;20;0;0;0;7;0;6;nc;0;0;9;0;1;0.91965705133;YNKC;YNKC;1;6u_s_8.png;6u_s_8.png;477.739848829;1;2;3D
116;19;m;r;n;n;n;1;series1c;21;0;0;0;19;0;6;nc;1;0;9;0;1;1.20320773334;DRVL;DRVL;1;6u_s_20_b.png;6u_s_20_b.png;493.256311744;1;2;3D
116;19;m;r;n;n;n;1;series1c;22;1;0;0;9;0;6;nc;1;0;1;0;1;0.536330198636;RXZL;-99;-99;6u_s_10_b.png;6u_d_10_b.png;500.622918118;1;2;3D
116;19;m;r;n;n;n;1;series1c;23;0;0;0;18;0;6;nc;1;0;9;0;1;1.18400434172;GSBZ;-99;-99;6u_s_19_b.png;6u_s_19_b.png;507.889492321;1;2;3D
116;19;m;r;n;n;n;1;series1c;0;0;0;0;13;0;6;nc;0;0;9;0;1;0.596275943797;CFKN;-99;-99;6u_s_14_2D.png;6u_s_14_2D.png;581.605256129;1;2;2D
116;19;m;r;n;n;n;1;series1c;1;1;0;0;5;0;6;nc;1;0;1;0;1;0.683753035264;GBQF;-99;-99;6u_s_6_b_2D.png;6u_d_6_b_2D.png;588.321828327;1;2;2D
116;19;m;r;n;n;n;1;series1c;2;0;0;0;8;0;6;nc;0;0;9;0;1;0.548357349588;JRFH;-99;-99;6u_s_9_2D.png;6u_s_9_2D.png;595.155081495;1;2;2D
116;19;m;r;n;n;n;1;series1c;3;0;0;0;4;0;6;nc;0;0;9;0;1;1.21296274452;WXHG;-99;-99;6u_s_5_2D.png;6u_s_5_2D.png;602.405025672;1;2;2D
116;19;m;r;n;n;n;1;series1c;4;1;0;0;19;0;6;nc;1;0;1;0;1;0.602513803402;TKJD;-99;-99;6u_s_20_b_2D.png;6u_d_20_b_2D.png;609.071558176;1;2;2D
116;19;m;r;n;n;n;1;series1c;5;0;0;0;22;0;6;nc;0;0;9;0;1;1.26792929508;ZDXH;ZDXH;1;6u_s_23_2D.png;6u_s_23_2D.png;619.638091505;1;2;2D
116;19;m;r;n;n;n;1;series1c;6;1;0;0;23;0;6;nc;1;0;1;0;1;1.47626527143;PVJG;-99;-99;6u_s_24_b_2D.png;6u_d_24_b_2D.png;628.10469933;1;2;2D
116;19;m;r;n;n;n;1;series1c;7;1;0;0;7;0;6;nc;0;0;9;0;0;0.936116979457;MPRK;-99;-99;6u_s_8_2D.png;6u_d_8_2D.png;635.071250977;1;2;2D
116;19;m;r;n;n;n;1;series1c;8;1;0;0;8;0;6;nc;0;0;9;0;0;1.42870479217;GWRZ;-99;-99;6u_s_9_2D.png;6u_d_9_2D.png;642.437861617;1;2;2D
116;19;m;r;n;n;n;1;series1c;9;0;0;0;12;0;6;nc;0;0;9;0;1;1.11099407799;WVHM;WVHM;1;6u_s_13_2D.png;6u_s_13_2D.png;652.93766208;1;2;2D
116;19;m;r;n;n;n;1;series1c;10;0;0;0;15;0;6;nc;0;0;9;0;1;0.855661106296;VMCH;VMCH;1;6u_s_16_2D.png;6u_s_16_2D.png;663.104199561;1;2;2D
116;19;m;r;n;n;n;1;series1c;11;1;0;0;0;0;6;nc;0;0;1;0;1;0.96651438484;YTDB;-99;-99;6u_s_1_2D.png;6u_d_1_2D.png;670.354140895;1;2;2D
116;19;m;r;n;n;n;1;series1c;12;1;0;0;20;0;6;nc;0;0;1;0;1;1.00651291711;QNXD;-99;-99;6u_s_21_2D.png;6u_d_21_2D.png;677.387397248;1;2;2D
116;19;m;r;n;n;n;1;series1c;13;0;0;0;21;0;6;nc;0;0;9;0;1;1.13744681259;KQGX;KQGX;1;6u_s_22_2D.png;6u_s_22_2D.png;688.670581566;1;2;2D
116;19;m;r;n;n;n;1;series1c;14;0;0;0;13;0;6;nc;1;0;9;0;1;0.96831434709;KZXW;-99;-99;6u_s_14_b_2D.png;6u_s_14_b_2D.png;695.520511408;1;2;2D
116;19;m;r;n;n;n;1;series1c;15;0;0;0;16;0;6;nc;0;0;1;0;0;1.71107958187;KSDX;-99;-99;6u_s_17_2D.png;6u_s_17_2D.png;703.287124153;1;2;2D
116;19;m;r;n;n;n;1;series1c;16;0;0;0;17;0;6;nc;1;0;9;0;1;1.12705379329;HRDP;-99;-99;6u_s_18_b_2D.png;6u_s_18_b_2D.png;710.503687391;1;2;2D
116;19;m;r;n;n;n;1;series1c;17;0;0;0;11;0;6;nc;1;0;9;0;1;0.840452163713;XBHJ;-99;-99;6u_s_12_b_2D.png;6u_s_12_b_2D.png;717.387023204;1;2;2D
116;19;m;r;n;n;n;1;series1c;18;0;0;0;7;0;6;nc;1;0;9;0;1;0.694549396401;SVKD;-99;-99;6u_s_8_b_2D.png;6u_s_8_b_2D.png;724.087008612;1;2;2D
116;19;m;r;n;n;n;1;series1c;19;0;0;0;3;0;6;nc;1;0;9;0;1;0.750590577256;DJLM;-99;-99;6u_s_4_b_2D.png;6u_s_4_b_2D.png;730.753411694;1;2;2D
116;19;m;r;n;n;n;1;series1c;20;1;0;0;11;0;6;nc;0;0;1;0;1;0.772837805096;XRVZ;-99;-99;6u_s_12_2D.png;6u_d_12_2D.png;737.419996535;1;2;2D
