subject;age;sex;handiness;eyesight;colorVision;expertise;session;stimulusSet;trialNumber;change;rotation;mirror;objectID;dimensionality;nUnits;compression;border;iv9;answer;timeout;accuracy;time;dualTaskString;dualTaskResponse;dualTaskAcc;nameImage1;nameImage2;timeStamp;nPracticeRuns;setOrder;setName
107;18;f;r;c;n;n;1;series1c;0;0;0;0;4;0;6;nc;1;0;9;0;1;1.02956995741;WFZB;-99;-99;6u_s_5_b_2D.png;6u_s_5_b_2D.png;303.508873377;2;1;2D
107;18;f;r;c;n;n;1;series1c;1;1;0;0;13;0;6;nc;1;0;9;0;0;1.03979088808;QSXB;-99;-99;6u_s_14_b_2D.png;6u_d_14_b_2D.png;311.675392085;2;1;2D
107;18;f;r;c;n;n;1;series1c;2;0;0;0;0;0;6;nc;0;0;9;0;1;0.883913234342;QRGH;-99;-99;6u_s_1_2D.png;6u_s_1_2D.png;319.425297436;2;1;2D
107;18;f;r;c;n;n;1;series1c;3;0;0;0;19;0;6;nc;0;0;9;0;1;0.921183094149;XHMY;-99;-99;6u_s_20_2D.png;6u_s_20_2D.png;327.725189433;2;1;2D
107;18;f;r;c;n;n;1;series1c;4;1;0;0;13;0;6;nc;0;0;1;0;1;0.944605929544;LCBX;-99;-99;6u_s_14_2D.png;6u_d_14_2D.png;336.358465868;2;1;2D
107;18;f;r;c;n;n;1;series1c;5;0;0;0;5;0;6;nc;0;0;9;0;1;1.33537725406;NVQR;NVQR;1;6u_s_6_2D.png;6u_s_6_2D.png;349.308215685;2;1;2D
107;18;f;r;c;n;n;1;series1c;6;1;0;0;22;0;6;nc;1;0;9;0;0;1.35883422266;WPQB;-99;-99;6u_s_23_b_2D.png;6u_d_23_b_2D.png;357.624838969;2;1;2D
107;18;f;r;c;n;n;1;series1c;7;0;0;0;10;0;6;nc;1;0;9;0;1;0.929575048853;JHRV;-99;-99;6u_s_11_b_2D.png;6u_s_11_b_2D.png;365.124738987;2;1;2D
107;18;f;r;c;n;n;1;series1c;8;0;0;0;5;0;6;nc;1;0;1;0;0;1.24779463373;SMTR;-99;-99;6u_s_6_b_2D.png;6u_s_6_b_2D.png;373.091294616;2;1;2D
107;18;f;r;c;n;n;1;series1c;9;1;0;0;12;0;6;nc;0;0;9;0;0;1.03248323407;GRZP;GRCP;0;6u_s_13_2D.png;6u_d_13_2D.png;385.607759522;2;1;2D
107;18;f;r;c;n;n;1;series1c;10;1;0;0;17;0;6;nc;1;0;1;0;1;0.946715651779;TFDM;-99;-99;6u_s_18_b_2D.png;6u_d_18_b_2D.png;394.324409942;2;1;2D
107;18;f;r;c;n;n;1;series1c;11;0;0;0;23;0;6;nc;1;0;9;0;1;0.8726799672;DFPR;DFPR;1;6u_s_24_b_2D.png;6u_s_24_b_2D.png;405.707503266;2;1;2D
107;18;f;r;c;n;n;1;series1c;12;1;0;0;11;0;6;nc;1;0;1;0;1;0.83879925916;TPJS;-99;-99;6u_s_12_b_2D.png;6u_d_12_b_2D.png;414.124095859;2;1;2D
107;18;f;r;c;n;n;1;series1c;13;1;0;0;2;0;6;nc;1;0;9;0;0;0.759580433602;LTPY;-99;-99;6u_s_3_b_2D.png;6u_d_3_b_2D.png;421.224044118;2;1;2D
107;18;f;r;c;n;n;1;series1c;14;0;0;0;16;0;6;nc;1;0;1;0;0;1.49300651462;PBQT;-99;-99;6u_s_17_b_2D.png;6u_s_17_b_2D.png;429.623943254;2;1;2D
107;18;f;r;c;n;n;1;series1c;15;1;0;0;0;0;6;nc;0;0;1;0;1;1.03640543413;QSPK;-99;-99;6u_s_1_2D.png;6u_d_1_2D.png;436.990480793;2;1;2D
107;18;f;r;c;n;n;1;series1c;16;0;0;0;18;0;6;nc;1;0;9;0;1;1.18529970013;HNDY;-99;-99;6u_s_19_b_2D.png;6u_s_19_b_2D.png;444.623707735;2;1;2D
107;18;f;r;c;n;n;1;series1c;17;1;0;0;15;0;6;nc;0;0;9;0;0;1.24865166377;BCSL;-99;-99;6u_s_16_2D.png;6u_d_16_2D.png;452.290297127;2;1;2D
107;18;f;r;c;n;n;1;series1c;18;1;0;0;1;0;6;nc;0;0;1;0;1;1.05491108424;XWCS;-99;-99;6u_s_2_2D.png;6u_d_2_2D.png;459.756848348;2;1;2D
107;18;f;r;c;n;n;1;series1c;19;1;0;0;6;0;6;nc;0;0;1;0;1;0.733515681;HDNZ;-99;-99;6u_s_7_2D.png;6u_d_7_2D.png;467.073402796;2;1;2D
107;18;f;r;c;n;n;1;series1c;20;0;0;0;13;0;6;nc;1;0;9;0;1;0.80699157971;CLSG;-99;-99;6u_s_14_b_2D.png;6u_s_14_b_2D.png;474.106684181;2;1;2D
107;18;f;r;c;n;n;1;series1c;21;0;0;0;13;0;6;nc;0;0;1;0;0;1.21492768452;KMGS;KLGS;0;6u_s_14_2D.png;6u_s_14_2D.png;486.206491072;2;1;2D
107;18;f;r;c;n;n;1;series1c;22;1;0;0;15;0;6;nc;1;0;1;0;1;1.61113758036;NDVK;-99;-99;6u_s_16_b_2D.png;6u_d_16_b_2D.png;496.00643953;2;1;2D
107;18;f;r;c;n;n;1;series1c;23;0;0;0;22;0;6;nc;0;0;9;0;1;0.84051531041;ZXMC;-99;-99;6u_s_23_2D.png;6u_s_23_2D.png;502.906343644;2;1;2D
107;18;f;r;c;n;n;1;series1c;0;1;0;0;9;0;6;nc;0;0;9;0;0;1.28880180488;GPZC;-99;-99;6u_s_10.png;6u_d_10.png;589.771892882;1;1;3D
107;18;f;r;c;n;n;1;series1c;1;0;0;0;20;0;6;nc;0;0;9;0;1;0.7823621321;BCHD;-99;-99;6u_s_21.png;6u_s_21.png;597.538471494;1;1;3D
107;18;f;r;c;n;n;1;series1c;2;1;0;0;9;0;6;nc;1;0;9;0;0;0.801694945665;LSJW;-99;-99;6u_s_10_b.png;6u_d_10_b.png;604.27172122;1;1;3D
107;18;f;r;c;n;n;1;series1c;3;0;0;0;3;0;6;nc;1;0;9;0;1;0.813860620838;VQFL;VQFL;1;6u_s_4_b.png;6u_s_4_b.png;616.121528466;1;1;3D
107;18;f;r;c;n;n;1;series1c;4;1;0;0;22;0;6;nc;1;0;9;0;0;0.767809117679;CRYT;-99;-99;6u_s_23_b.png;6u_d_23_b.png;624.28809809;1;1;3D
107;18;f;r;c;n;n;1;series1c;5;1;0;0;2;0;6;nc;1;0;9;0;0;1.0240853061;FRTS;-99;-99;6u_s_3_b.png;6u_d_3_b.png;631.338030264;1;1;3D
107;18;f;r;c;n;n;1;series1c;6;0;0;0;4;0;6;nc;1;0;9;0;1;0.917451756075;FKYB;-99;-99;6u_s_5_b.png;6u_s_5_b.png;638.304611778;1;1;3D
107;18;f;r;c;n;n;1;series1c;7;1;0;0;16;0;6;nc;1;0;1;0;1;0.99358180305;TBJP;-99;-99;6u_s_17_b.png;6u_d_17_b.png;645.27122202;1;1;3D
107;18;f;r;c;n;n;1;series1c;8;0;0;0;2;0;6;nc;0;0;9;0;1;0.680206017103;MFBD;-99;-99;6u_s_3.png;6u_s_3.png;651.987815551;1;1;3D
107;18;f;r;c;n;n;1;series1c;9;1;0;0;7;0;6;nc;0;0;1;0;1;1.04094573134;NDHM;-99;-99;6u_s_8.png;6u_d_8.png;658.93768;1;1;3D
107;18;f;r;c;n;n;1;series1c;10;1;0;0;6;0;6;nc;1;0;1;0;1;1.19054029859;QSMW;-99;-99;6u_s_7_b.png;6u_d_7_b.png;666.154256891;1;1;3D
107;18;f;r;c;n;n;1;series1c;11;1;0;0;15;0;6;nc;0;0;9;0;0;1.06380252284;XCSJ;-99;-99;6u_s_16.png;6u_d_16.png;673.187506702;1;1;3D
107;18;f;r;c;n;n;1;series1c;12;1;0;0;21;0;6;nc;0;0;1;0;1;1.04601224978;FPXJ;MPXJ;0;6u_s_22.png;6u_d_22.png;687.153961069;1;1;3D
107;18;f;r;c;n;n;1;series1c;13;1;0;0;20;0;6;nc;1;0;1;0;1;0.938137954799;TNDJ;MPDJ;0;6u_s_21_b.png;6u_d_21_b.png;705.653737354;1;1;3D
107;18;f;r;c;n;n;1;series1c;14;1;0;0;16;0;6;nc;0;0;1;0;1;1.08775186469;QSBC;-99;-99;6u_s_17.png;6u_d_17.png;715.436968463;1;1;3D
107;18;f;r;c;n;n;1;series1c;15;1;0;0;23;0;6;nc;0;0;1;0;1;1.04233893845;RTLS;-99;-99;6u_s_24.png;6u_d_24.png;722.520356101;1;1;3D
107;18;f;r;c;n;n;1;series1c;16;0;0;0;1;0;6;nc;0;0;9;0;1;1.2084685273;PFGT;PFDG;0;6u_s_2.png;6u_s_2.png;736.086692879;1;1;3D
107;18;f;r;c;n;n;1;series1c;17;0;0;0;10;0;6;nc;1;0;9;0;1;0.907960140379;DWBF;-99;-99;6u_s_11_b.png;6u_s_11_b.png;744.153328466;1;1;3D
107;18;f;r;c;n;n;1;series1c;18;0;0;0;2;0;6;nc;1;0;1;0;0;0.837619100232;TBWD;-99;-99;6u_s_3_b.png;6u_s_3_b.png;751.053179673;1;1;3D
107;18;f;r;c;n;n;1;series1c;19;1;0;0;3;0;6;nc;1;0;1;0;1;1.04286430683;HTJR;-99;-99;6u_s_4_b.png;6u_d_4_b.png;758.11983261;1;1;3D
107;18;f;r;c;n;n;1;series1c;20;0;0;0;18;0;6;nc;0;0;9;0;1;0.926204670686;PDFR;-99;-99;6u_s_19.png;6u_s_19.png;764.919734705;1;1;3D
107;18;f;r;c;n;n;1;series1c;21;0;0;0;18;0;6;nc;1;0;9;0;1;0.956272405339;BDMG;-99;-99;6u_s_19_b.png;6u_s_19_b.png;771.802975229;1;1;3D
107;18;f;r;c;n;n;1;series1c;22;1;0;0;8;0;6;nc;1;0;1;0;1;1.10034705023;XVBG;-99;-99;6u_s_9_b.png;6u_d_9_b.png;778.75286101;1;1;3D
107;18;f;r;c;n;n;1;series1c;23;1;0;0;19;0;6;nc;0;0;1;0;1;1.02776715066;VHTP;VHTP;1;6u_s_20.png;6u_d_20.png;790.469318008;1;1;3D
107;18;f;r;c;n;n;1;series1c;0;0;0;0;8;0;6;nc;0;0;9;0;1;1.02861593198;NJBL;NJPL;0;6u_s_9_2D.png;6u_s_9_2D.png;808.269107178;1;1;2D
107;18;f;r;c;n;n;1;series1c;1;1;0;0;19;0;6;nc;0;0;1;0;1;0.912746765884;NYXK;-99;-99;6u_s_20_2D.png;6u_d_20_2D.png;815.65241924;1;1;2D
107;18;f;r;c;n;n;1;series1c;2;0;0;0;3;0;6;nc;1;0;1;0;0;0.764843218727;SDMQ;XDMQ;0;6u_s_4_b_2D.png;6u_s_4_b_2D.png;827.668871203;1;1;2D
107;18;f;r;c;n;n;1;series1c;3;1;0;0;8;0;6;nc;0;0;1;0;1;1.05565348337;CYVQ;-99;-99;6u_s_9_2D.png;6u_d_9_2D.png;837.835437414;1;1;2D
107;18;f;r;c;n;n;1;series1c;4;1;0;0;21;0;6;nc;1;0;1;0;1;0.999749120325;JZBS;-99;-99;6u_s_22_b_2D.png;6u_d_22_b_2D.png;844.785350786;1;1;2D
107;18;f;r;c;n;n;1;series1c;5;0;0;0;22;0;6;nc;1;0;9;0;1;0.704529687297;QVKB;-99;-99;6u_s_23_b_2D.png;6u_s_23_b_2D.png;851.468601209;1;1;2D
107;18;f;r;c;n;n;1;series1c;6;1;0;0;5;0;6;nc;0;0;9;0;0;1.31931782328;DWMN;-99;-99;6u_s_6_2D.png;6u_d_6_2D.png;858.718500445;1;1;2D
107;18;f;r;c;n;n;1;series1c;7;1;0;0;10;0;6;nc;0;0;1;0;1;0.784105774714;SPWM;-99;-99;6u_s_11_2D.png;6u_d_11_2D.png;865.568420616;1;1;2D
107;18;f;r;c;n;n;1;series1c;8;1;0;0;3;0;6;nc;1;0;1;0;1;0.675510129193;HDWR;HDWR;1;6u_s_4_b_2D.png;6u_d_4_b_2D.png;876.851600951;1;1;2D
107;18;f;r;c;n;n;1;series1c;9;0;0;0;20;0;6;nc;1;0;9;0;1;0.882215387421;BJFS;-99;-99;6u_s_21_b_2D.png;6u_s_21_b_2D.png;884.018198735;1;1;2D
