subject;age;sex;handiness;eyesight;colorVision;expertise;session;stimulusSet;trialNumber;change;rotation;mirror;objectID;dimensionality;nUnits;compression;border;iv9;answer;timeout;accuracy;time;dualTaskString;dualTaskResponse;dualTaskAcc;nameImage1;nameImage2;timeStamp;nPracticeRuns;setOrder;setName
113;18;m;r;n;n;n;1;series1c;0;0;0;0;18;0;6;nc;0;0;9;0;1;1.12693079998;CSRZ;CSRZ;1;6u_s_19_2D.png;6u_s_19_2D.png;347.9230056;1;1;2D
113;18;m;r;n;n;n;1;series1c;1;1;0;0;10;0;6;nc;0;0;1;0;1;1.18452569999;GVMJ;-99;-99;6u_s_11_2D.png;6u_d_11_2D.png;356.6478846;1;1;2D
113;18;m;r;n;n;n;1;series1c;2;0;0;0;2;0;6;nc;1;0;9;0;1;1.19463690004;QPRB;-99;-99;6u_s_3_b_2D.png;6u_s_3_b_2D.png;365.3899393;1;1;2D
113;18;m;r;n;n;n;1;series1c;3;1;0;0;4;0;6;nc;0;0;1;0;1;1.16455529997;SQTB;-99;-99;6u_s_5_2D.png;6u_d_5_2D.png;373.7143954;1;1;2D
113;18;m;r;n;n;n;1;series1c;4;0;0;0;18;0;6;nc;1;0;1;0;0;1.09585899999;TYVN;-99;-99;6u_s_19_b_2D.png;6u_s_19_b_2D.png;382.7565463;1;1;2D
113;18;m;r;n;n;n;1;series1c;5;0;0;0;19;0;6;nc;1;0;9;0;1;1.02122499997;MHCX;-99;-99;6u_s_20_b_2D.png;6u_s_20_b_2D.png;392.1321623;1;1;2D
113;18;m;r;n;n;n;1;series1c;6;0;0;0;22;0;6;nc;0;0;9;0;1;0.745388599986;YBSP;YBSP;1;6u_s_23_2D.png;6u_s_23_2D.png;404.7614434;1;1;2D
113;18;m;r;n;n;n;1;series1c;7;1;0;0;6;0;6;nc;0;0;1;0;1;0.917552999977;NJXK;-99;-99;6u_s_7_2D.png;6u_d_7_2D.png;412.3521399;1;1;2D
113;18;m;r;n;n;n;1;series1c;8;1;0;0;13;0;6;nc;0;0;1;0;1;1.5803345;ZKSQ;ZKSQ;1;6u_s_14_2D.png;6u_d_14_2D.png;425.3147492;1;1;2D
113;18;m;r;n;n;n;1;series1c;9;0;0;0;23;0;6;nc;1;0;9;0;1;0.858154499962;DGXW;-99;-99;6u_s_24_b_2D.png;6u_s_24_b_2D.png;433.6726129;1;1;2D
113;18;m;r;n;n;n;1;series1c;10;0;0;0;21;0;6;nc;0;0;9;0;1;1.73693499999;CWSX;-99;-99;6u_s_22_2D.png;6u_s_22_2D.png;442.0142937;1;1;2D
113;18;m;r;n;n;n;1;series1c;11;1;0;0;10;0;6;nc;1;0;1;0;1;0.964676200005;YMRL;-99;-99;6u_s_11_b_2D.png;6u_d_11_b_2D.png;449.7381021;1;1;2D
113;18;m;r;n;n;n;1;series1c;12;1;0;0;14;0;6;nc;0;0;1;0;1;0.7608397;ZFXP;-99;-99;6u_s_15_2D.png;6u_d_15_2D.png;457.2621868;1;1;2D
113;18;m;r;n;n;n;1;series1c;13;1;0;0;6;0;6;nc;1;0;1;0;1;0.762735900003;GRDV;GRDV;1;6u_s_7_b_2D.png;6u_d_7_b_2D.png;470.508564;1;1;2D
113;18;m;r;n;n;n;1;series1c;14;0;0;0;10;0;6;nc;1;0;9;0;1;0.670199899992;RTCG;-99;-99;6u_s_11_b_2D.png;6u_s_11_b_2D.png;478.1489717;1;1;2D
113;18;m;r;n;n;n;1;series1c;15;1;0;0;3;0;6;nc;0;0;1;0;1;0.711501699989;YQTL;-99;-99;6u_s_4_2D.png;6u_d_4_2D.png;485.7731743;1;1;2D
113;18;m;r;n;n;n;1;series1c;16;1;0;0;23;0;6;nc;1;0;9;0;0;0.655083400023;YNZM;-99;-99;6u_s_24_b_2D.png;6u_d_24_b_2D.png;493.7475981;1;1;2D
113;18;m;r;n;n;n;1;series1c;17;0;0;0;13;0;6;nc;0;0;9;0;1;0.660002399993;YWCD;-99;-99;6u_s_14_2D.png;6u_s_14_2D.png;502.4226826;1;1;2D
113;18;m;r;n;n;n;1;series1c;18;1;0;0;11;0;6;nc;1;0;9;0;0;0.745081699977;WYMT;WYMT;1;6u_s_12_b_2D.png;6u_d_12_b_2D.png;514.7682144;1;1;2D
113;18;m;r;n;n;n;1;series1c;19;1;0;0;17;0;6;nc;1;0;9;0;0;0.68104559998;YBCF;-99;-99;6u_s_18_b_2D.png;6u_d_18_b_2D.png;524.0101814;1;1;2D
