subject;age;sex;handiness;eyesight;colorVision;expertise;session;stimulusSet;trialNumber;change;rotation;mirror;objectID;dimensionality;nUnits;compression;border;iv9;answer;timeout;accuracy;time;dualTaskString;dualTaskResponse;dualTaskAcc;nameImage1;nameImage2;timeStamp;nPracticeRuns;setOrder;setName
121;18;m;r;n;n;n;1;series1c;0;0;0;0;2;0;6;nc;0;0;9;0;1;1.48008165811;ZYCX;-99;-99;6u_s_3.png;6u_s_3.png;292.159368352;1;2;3D
121;18;m;r;n;n;n;1;series1c;1;0;0;0;3;0;6;nc;1;0;1;0;0;1.18211165071;HVQJ;-99;-99;6u_s_4_b.png;6u_s_4_b.png;301.309257888;1;2;3D
121;18;m;r;n;n;n;1;series1c;2;0;0;0;0;0;6;nc;0;0;1;0;0;0.876862148987;MPYD;-99;-99;6u_s_1.png;6u_s_1.png;308.642497544;1;2;3D
121;18;m;r;n;n;n;1;series1c;3;1;0;0;8;0;6;nc;0;0;1;0;1;1.52828014549;QVKB;-99;-99;6u_s_9.png;6u_d_9.png;317.009064665;1;2;3D
121;18;m;r;n;n;n;1;series1c;4;1;0;0;14;0;6;nc;0;0;9;0;0;1.1931423936;FDMN;FDMN;1;6u_s_15.png;6u_d_15.png;329.475492721;1;2;3D
121;18;m;r;n;n;n;1;series1c;5;0;0;0;7;0;6;nc;0;0;1;0;0;1.03712792206;LTGV;-99;-99;6u_s_8.png;6u_s_8.png;338.00877055;1;2;3D
121;18;m;r;n;n;n;1;series1c;6;1;0;0;6;0;6;nc;1;0;9;0;0;1.09257603693;RXJN;-99;-99;6u_s_7_b.png;6u_d_7_b.png;346.275452558;1;2;3D
121;18;m;r;n;n;n;1;series1c;7;0;0;0;6;0;6;nc;1;0;9;0;1;1.78317450429;ZQLC;-99;-99;6u_s_7_b.png;6u_s_7_b.png;356.508520097;1;2;3D
121;18;m;r;n;n;n;1;series1c;8;0;0;0;20;0;6;nc;1;0;1;0;0;1.80481188442;NBWR;-99;-99;6u_s_21_b.png;6u_s_21_b.png;365.591747309;1;2;3D
121;18;m;r;n;n;n;1;series1c;9;0;0;0;21;0;6;nc;1;0;9;0;1;1.08284577238;CPYZ;-99;-99;6u_s_22_b.png;6u_s_22_b.png;372.924981276;1;2;3D
121;18;m;r;n;n;n;1;series1c;10;0;0;0;19;0;6;nc;0;0;9;0;1;1.02428327897;NQTV;-99;-99;6u_s_20.png;6u_s_20.png;380.324921088;1;2;3D
121;18;m;r;n;n;n;1;series1c;11;0;0;0;12;0;6;nc;0;0;1;0;0;2.19038613001;LFVQ;-99;-99;6u_s_13.png;6u_s_13.png;388.741489787;1;2;3D
121;18;m;r;n;n;n;1;series1c;12;0;0;0;3;0;6;nc;0;0;9;0;1;1.70519528654;GFJY;-99;-99;6u_s_4.png;6u_s_4.png;396.791359384;1;2;3D
121;18;m;r;n;n;n;1;series1c;13;1;0;0;17;0;6;nc;1;0;1;0;1;1.24587776465;YKJN;YKJN;1;6u_s_18_b.png;6u_d_18_b.png;408.591252092;1;2;3D
121;18;m;r;n;n;n;1;series1c;14;1;0;0;11;0;6;nc;0;0;1;0;1;1.26140130265;SCGW;SCGW;1;6u_s_12.png;6u_d_12.png;420.707678199;1;2;3D
