subject;age;sex;handiness;eyesight;colorVision;expertise;session;stimulusSet;trialNumber;change;rotation;mirror;objectID;dimensionality;nUnits;compression;border;iv9;answer;timeout;accuracy;time;dualTaskString;dualTaskResponse;dualTaskAcc;nameImage1;nameImage2;timeStamp;nPracticeRuns;setOrder;setName
115;19;f;r;c;n;n;1;series1c;0;1;0;0;23;0;6;nc;0;0;9;0;0;0.660511390539;FTDM;-99;-99;6u_s_24_2D.png;6u_d_24_2D.png;249.442536172;1;1;2D
115;19;f;r;c;n;n;1;series1c;1;0;0;0;5;0;6;nc;0;0;9;0;1;1.07008646242;BCSL;BCSL;1;6u_s_6_2D.png;6u_s_6_2D.png;265.092283913;1;1;2D
115;19;f;r;c;n;n;1;series1c;2;0;0;0;15;0;6;nc;1;0;9;0;1;0.900303473463;ZXLC;-99;-99;6u_s_16_b_2D.png;6u_s_16_b_2D.png;283.70872666;1;1;2D
115;19;f;r;c;n;n;1;series1c;3;0;0;0;16;0;6;nc;1;0;9;0;1;1.08294561226;CWDH;CWDH;1;6u_s_17_b_2D.png;6u_s_17_b_2D.png;298.475207139;1;1;2D
115;19;f;r;c;n;n;1;series1c;4;1;0;0;13;0;6;nc;1;0;9;0;0;0.946599029703;NPLC;-99;-99;6u_s_14_b_2D.png;6u_d_14_b_2D.png;306.19193123;1;1;2D
115;19;f;r;c;n;n;1;series1c;5;1;0;0;23;0;6;nc;1;0;9;0;0;1.20587382815;BWDR;-99;-99;6u_s_24_b_2D.png;6u_d_24_b_2D.png;314.775020345;1;1;2D
115;19;f;r;c;n;n;1;series1c;6;0;0;0;11;0;6;nc;1;0;9;0;1;2.27742062672;WQKB;-99;-99;6u_s_12_b_2D.png;6u_s_12_b_2D.png;324.658262576;1;1;2D
115;19;f;r;c;n;n;1;series1c;7;1;0;0;15;0;6;nc;1;0;9;0;0;1.14147255011;WSGT;-99;-99;6u_s_16_b_2D.png;6u_d_16_b_2D.png;331.924762539;1;1;2D
115;19;f;r;c;n;n;1;series1c;8;1;0;0;17;0;6;nc;1;0;9;0;0;1.13560901908;MQWV;MQWV;1;6u_s_18_b_2D.png;6u_d_18_b_2D.png;346.207943728;1;1;2D
115;19;f;r;c;n;n;1;series1c;9;1;0;0;3;0;6;nc;0;0;1;0;1;1.95636684075;BLZH;-99;-99;6u_s_4_2D.png;6u_d_4_2D.png;355.974500722;1;1;2D
115;19;f;r;c;n;n;1;series1c;10;0;0;0;16;0;6;nc;0;0;9;0;1;2.0604947221;KYMG;-99;-99;6u_s_17_2D.png;6u_s_17_2D.png;364.274418888;1;1;2D
115;19;f;r;c;n;n;1;series1c;11;1;0;0;1;0;6;nc;1;0;1;0;1;1.47659408883;QCVF;-99;-99;6u_s_2_b_2D.png;6u_d_2_b_2D.png;371.891024337;1;1;2D
115;19;f;r;c;n;n;1;series1c;12;1;0;0;16;0;6;nc;1;0;9;0;0;2.21613315842;SWDK;SWDK;1;6u_s_17_b_2D.png;6u_d_17_b_2D.png;385.507445751;1;1;2D
115;19;f;r;c;n;n;1;series1c;13;1;0;0;22;0;6;nc;0;0;1;0;1;1.34414495947;ZWXN;-99;-99;6u_s_23_2D.png;6u_d_23_2D.png;393.474162376;1;1;2D
115;19;f;r;c;n;n;1;series1c;14;0;0;0;9;0;6;nc;1;0;1;0;0;0.934982331702;HZTP;-99;-99;6u_s_10_b_2D.png;6u_s_10_b_2D.png;400.507265414;1;1;2D
115;19;f;r;c;n;n;1;series1c;15;1;0;0;19;0;6;nc;0;0;9;0;0;1.79382352345;CGFN;-99;-99;6u_s_20_2D.png;6u_d_20_2D.png;408.690540725;1;1;2D
115;19;f;r;c;n;n;1;series1c;16;1;0;0;0;0;6;nc;1;0;1;0;1;2.0163993414;YNWC;-99;-99;6u_s_1_b_2D.png;6u_d_1_b_2D.png;417.357055309;1;1;2D
115;19;f;r;c;n;n;1;series1c;17;0;0;0;20;0;6;nc;1;0;1;0;0;2.77183855302;PSBW;PSBW;1;6u_s_21_b_2D.png;6u_s_21_b_2D.png;430.406893617;1;1;2D
115;19;f;r;c;n;n;1;series1c;18;0;0;0;0;0;6;nc;1;0;1;0;0;1.94199899933;BSDF;-99;-99;6u_s_1_b_2D.png;6u_s_1_b_2D.png;439.540161661;1;1;2D
115;19;f;r;c;n;n;1;series1c;19;1;0;0;21;0;6;nc;1;0;9;0;0;2.19344134443;TJMB;-99;-99;6u_s_22_b_2D.png;6u_d_22_b_2D.png;447.906743288;1;1;2D
115;19;f;r;c;n;n;1;series1c;20;1;0;0;4;0;6;nc;1;0;1;0;1;1.28020647238;TPBC;-99;-99;6u_s_5_b_2D.png;6u_d_5_b_2D.png;455.423278452;1;1;2D
115;19;f;r;c;n;n;1;series1c;21;1;0;0;6;0;6;nc;0;0;-1;1;-99999;-1;SDPQ;-99;-99;6u_s_7_2D.png;6u_d_7_2D.png;464.389836641;1;1;2D
115;19;f;r;c;n;n;1;series1c;22;1;0;0;21;0;6;nc;0;0;9;0;0;2.75311416551;CBSX;-99;-99;6u_s_22_2D.png;6u_d_22_2D.png;472.889707361;1;1;2D
115;19;f;r;c;n;n;1;series1c;23;0;0;0;17;0;6;nc;0;0;9;0;1;1.01183145307;QKCB;-99;-99;6u_s_18_2D.png;6u_s_18_2D.png;480.272980169;1;1;2D
115;19;f;r;c;n;n;1;series1c;0;0;0;0;6;0;6;nc;0;0;9;0;1;2.15693123476;NSVR;NSVR;1;6u_s_7.png;6u_s_7.png;582.271655229;1;1;3D
115;19;f;r;c;n;n;1;series1c;1;1;0;0;1;0;6;nc;0;0;1;0;1;1.18505536276;ZRWX;-99;-99;6u_s_2.png;6u_d_2.png;590.154901726;1;1;3D
115;19;f;r;c;n;n;1;series1c;2;1;0;0;8;0;6;nc;1;0;1;0;1;2.26524129836;TMJB;-99;-99;6u_s_9_b.png;6u_d_9_b.png;598.621477124;1;1;3D
115;19;f;r;c;n;n;1;series1c;3;0;0;0;10;0;6;nc;1;0;1;0;0;1.61925533088;PMYD;PMYD;1;6u_s_11_b.png;6u_s_11_b.png;610.154621833;1;1;3D
115;19;f;r;c;n;n;1;series1c;4;0;0;0;16;0;6;nc;0;0;9;0;1;1.49274880835;ZBFD;-99;-99;6u_s_17.png;6u_s_17.png;619.971214539;1;1;3D
115;19;f;r;c;n;n;1;series1c;5;1;0;0;23;0;6;nc;1;0;9;0;0;2.39550418989;FTBC;-99;-99;6u_s_24_b.png;6u_d_24_b.png;628.70445687;1;1;3D
115;19;f;r;c;n;n;1;series1c;6;0;0;0;20;0;6;nc;0;0;1;0;0;1.92358294921;MHVT;-99;-99;6u_s_21.png;6u_s_21.png;636.837676842;1;1;3D
115;19;f;r;c;n;n;1;series1c;7;0;0;0;2;0;6;nc;0;0;9;0;1;1.42580630677;FDSY;-99;-99;6u_s_3.png;6u_s_3.png;644.387601763;1;1;3D
115;19;f;r;c;n;n;1;series1c;8;1;0;0;12;0;6;nc;1;0;1;0;1;1.20976929017;HYFX;HYFX;1;6u_s_13_b.png;6u_d_13_b.png;656.754050271;1;1;3D
115;19;f;r;c;n;n;1;series1c;9;1;0;0;22;0;6;nc;0;0;-1;1;-99999;-1;DTCX;DTCX;1;6u_s_23.png;6u_d_23.png;670.570528062;1;1;3D
115;19;f;r;c;n;n;1;series1c;10;0;0;0;14;0;6;nc;0;0;-1;1;-99999;-1;WTFS;-99;-99;6u_s_15.png;6u_s_15.png;681.287085753;1;1;3D
115;19;f;r;c;n;n;1;series1c;11;0;0;0;3;0;6;nc;0;0;9;0;1;0.86085733166;FDKZ;-99;-99;6u_s_4.png;6u_s_4.png;690.353693464;1;1;3D
115;19;f;r;c;n;n;1;series1c;12;0;0;0;17;0;6;nc;1;0;9;0;1;1.15360693634;SDQY;-99;-99;6u_s_18_b.png;6u_s_18_b.png;697.736884353;1;1;3D
