subject;age;sex;handiness;eyesight;colorVision;expertise;session;stimulusSet;trialNumber;change;rotation;mirror;objectID;dimensionality;nUnits;compression;border;iv9;answer;timeout;accuracy;time;dualTaskString;dualTaskResponse;dualTaskAcc;nameImage1;nameImage2;timeStamp;nPracticeRuns;setOrder;setName
120;19;female;r;n;n;n;1;series1c;0;0;0;0;1;0;6;nc;1;0;9;0;1;0.545080799959;NRFD;-99;-99;6u_s_2_b.png;6u_s_2_b.png;229.0487112;1;2;3D
120;19;female;r;n;n;n;1;series1c;1;0;0;0;21;0;6;nc;1;0;9;0;1;0.924660599907;KQCP;-99;-99;6u_s_22_b.png;6u_s_22_b.png;236.7728591;1;2;3D
120;19;female;r;n;n;n;1;series1c;2;0;0;0;5;0;6;nc;0;0;1;0;0;0.919862400042;STGW;-99;-99;6u_s_6.png;6u_s_6.png;244.1300039;1;2;3D
120;19;female;r;n;n;n;1;series1c;3;0;0;0;15;0;6;nc;1;0;9;0;1;1.77707920002;WQMT;-99;-99;6u_s_16_b.png;6u_s_16_b.png;252.3713207;1;2;3D
120;19;female;r;n;n;n;1;series1c;4;0;0;0;2;0;6;nc;1;0;1;0;0;1.43211360008;MHWT;-99;-99;6u_s_3_b.png;6u_s_3_b.png;259.878777;1;2;3D
120;19;female;r;n;n;n;1;series1c;5;0;0;0;7;0;6;nc;0;0;9;0;1;0.854182599927;QNRB;-99;-99;6u_s_8.png;6u_s_8.png;266.7686444;1;2;3D
120;19;female;r;n;n;n;1;series1c;6;1;0;0;2;0;6;nc;0;0;9;0;0;1.13445580006;ZLCM;-99;-99;6u_s_3.png;6u_d_3.png;273.692216;1;2;3D
120;19;female;r;n;n;n;1;series1c;7;0;0;0;2;0;6;nc;0;0;9;0;1;0.813810600084;WZYD;-99;-99;6u_s_3.png;6u_s_3.png;280.2149479;1;2;3D
120;19;female;r;n;n;n;1;series1c;8;0;0;0;14;0;6;nc;0;0;1;0;0;1.38798590004;TBSP;-99;-99;6u_s_15.png;6u_s_15.png;287.4889296;1;2;3D
120;19;female;r;n;n;n;1;series1c;9;1;0;0;5;0;6;nc;1;0;1;0;1;0.888218499953;LWBC;-99;-99;6u_s_6_b.png;6u_d_6_b.png;294.3122458;1;2;3D
120;19;female;r;n;n;n;1;series1c;10;0;0;0;10;0;6;nc;0;0;9;0;1;0.636848599999;XRDB;-99;-99;6u_s_11.png;6u_s_11.png;300.9851438;1;2;3D
120;19;female;r;n;n;n;1;series1c;11;1;0;0;9;0;6;nc;1;0;9;0;0;0.62451990007;TFJB;-99;-99;6u_s_10_b.png;6u_d_10_b.png;307.524815;1;2;3D
120;19;female;r;n;n;n;1;series1c;12;0;0;0;18;0;6;nc;1;0;9;0;1;0.580899199937;BKFP;-99;-99;6u_s_19_b.png;6u_s_19_b.png;314.0146421;1;2;3D
