instr_Loop.thisRepN,instr_Loop.thisTrialN,instr_Loop.thisN,instr_Loop.thisIndex,instr_Loop.ran,instructionImage,time,age,sex (female/male),order,date,expName,psychopyVersion,OS,frameRate,struc_judge_respond.keys,struc_judge_respond.corr,dual_respond.keys,dual_respond.corr,dual_respond.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim1,stim2,isAnyChange,corrAns,struc_judge_respond.rt,selectBlock.thisRepN,selectBlock.thisTrialN,selectBlock.thisN,selectBlock.thisIndex,selectBlock.ran,condsFile,condsImage,remaining
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,1,0.503815,0,6,6,2,1,Stimuli/practiceStimuliCube/practice3_s.png,Stimuli/practiceStimuliCube/practice3_s.png,0,9,0.52701,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,9,0,1,1,0.902635,0,7,7,3,1,Stimuli/practiceStimuliCube/practice4_s.png,Stimuli/practiceStimuliCube/practice4_d.png,1,1,1.327365,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,0,0,0,0,1,Stimuli/practiceListCubes.xlsx,Instructions/instr_practice_B.png,Practice trials completed
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,0,0.45661,0,0,0,14,1,Stimuli/testStimuliCube/6u_s_2_s.png,Stimuli/testStimuliCube/6u_s_2_s.png,0,9,0.99205,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,9,1,9,1,0.34278,0,1,1,6,1,Stimuli/testStimuliCube/6u_s_4.png,Stimuli/testStimuliCube/6u_s_4.png,0,9,0.8069,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,1,0.48667,0,2,2,1,1,Stimuli/testStimuliCube/6u_s_1.png,Stimuli/testStimuliCube/6u_d_1.png,1,1,0.71509,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,1,0.83654,0,3,3,7,1,Stimuli/testStimuliCube/6u_s_4.png,Stimuli/testStimuliCube/6u_d_4.png,1,1,1.16346,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,1,0.94757,0,4,4,13,1,Stimuli/testStimuliCube/6u_s_1_s.png,Stimuli/testStimuliCube/6u_d_1_s.png,1,1,0.79809,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,1,0.689485,0,5,5,11,1,Stimuli/testStimuliCube/6u_s_6.png,Stimuli/testStimuliCube/6u_d_6.png,1,1,0.760945,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,1,0,1,1,0.616955,0,6,6,4,1,Stimuli/testStimuliCube/6u_s_3.png,Stimuli/testStimuliCube/6u_s_3.png,0,9,0.761695,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,1,1,9,1,0.83032,0,7,7,9,1,Stimuli/testStimuliCube/6u_s_5.png,Stimuli/testStimuliCube/6u_d_5.png,1,1,0.76106,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,9,1,9,1,0.81823,0,8,8,16,1,Stimuli/testStimuliCube/6u_s_3_s.png,Stimuli/testStimuliCube/6u_s_3_s.png,0,9,1.15477,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,1,0.563375,0,9,9,17,1,Stimuli/testStimuliCube/6u_s_3_s.png,Stimuli/testStimuliCube/6u_d_3_s.png,1,1,0.897415,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,1,0.602245,0,10,10,3,1,Stimuli/testStimuliCube/6u_s_2.png,Stimuli/testStimuliCube/6u_d_2.png,1,1,0.7952,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,1,0.744535,0,11,11,15,1,Stimuli/testStimuliCube/6u_s_2_s.png,Stimuli/testStimuliCube/6u_d_2_s.png,1,1,0.717035,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,9,1,9,1,0.922485,0,12,12,10,1,Stimuli/testStimuliCube/6u_s_6.png,Stimuli/testStimuliCube/6u_s_6.png,0,9,1.337165,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,1,1.01717,0,13,13,0,1,Stimuli/testStimuliCube/6u_s_1.png,Stimuli/testStimuliCube/6u_s_1.png,0,9,0.805795,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,1,1.226025,0,14,14,21,1,Stimuli/testStimuliCube/6u_s_5_s.png,Stimuli/testStimuliCube/6u_d_5_s.png,1,1,0.83023,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,9,1,9,1,0.733625,0,15,15,18,1,Stimuli/testStimuliCube/6u_s_4_s.png,Stimuli/testStimuliCube/6u_s_4_s.png,0,9,1.15747,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,1,0.503605,0,16,16,19,1,Stimuli/testStimuliCube/6u_s_4_s.png,Stimuli/testStimuliCube/6u_d_4_s.png,1,1,0.78527,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,1,0.516995,0,17,17,8,1,Stimuli/testStimuliCube/6u_s_5.png,Stimuli/testStimuliCube/6u_s_5.png,0,9,1.002485,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,1,0.72437,0,18,18,12,1,Stimuli/testStimuliCube/6u_s_1_s.png,Stimuli/testStimuliCube/6u_s_1_s.png,0,9,0.8791,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,1,1,9,1,1.204265,0,19,19,23,1,Stimuli/testStimuliCube/6u_s_6_s.png,Stimuli/testStimuliCube/6u_d_6_s.png,1,1,1.230995,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,1,0.99715,0,20,20,2,1,Stimuli/testStimuliCube/6u_s_2.png,Stimuli/testStimuliCube/6u_s_2.png,0,9,1.413085,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,9,1,9,1,0.639395,0,21,21,22,1,Stimuli/testStimuliCube/6u_s_6_s.png,Stimuli/testStimuliCube/6u_s_6_s.png,0,9,1.080265,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,9,1,9,1,0.5575,0,22,22,20,1,Stimuli/testStimuliCube/6u_s_5_s.png,Stimuli/testStimuliCube/6u_s_5_s.png,0,9,1.07275,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,1,1,9,1,0.650305,0,23,23,5,1,Stimuli/testStimuliCube/6u_s_3.png,Stimuli/testStimuliCube/6u_d_3.png,1,1,0.71089,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,0,1,1,1,1,Stimuli/trialListCubes1.xlsx,Instructions/instr_19.png,Progress: 24 of 192 trials completed
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,1,0.6945,0,0,0,1,1,Stimuli/practiceStimuliSquare/practice2_s.png,Stimuli/practiceStimuliSquare/practice2_d.png,1,1,0.945205,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,9,1,9,1,1.120755,0,1,1,2,1,Stimuli/practiceStimuliSquare/practice3_s.png,Stimuli/practiceStimuliSquare/practice3_s.png,0,9,0.883405,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,9,1,9,1,0.475585,0,2,2,0,1,Stimuli/practiceStimuliSquare/practice1_s.png,Stimuli/practiceStimuliSquare/practice1_s.png,0,9,1.14165,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,1,0.75962,0,3,3,3,1,Stimuli/practiceStimuliSquare/practice4_s.png,Stimuli/practiceStimuliSquare/practice4_d.png,1,1,0.8143,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,1,0.584105,0,4,4,4,1,Stimuli/practiceStimuliSquare/practice1_s.png,Stimuli/practiceStimuliSquare/practice1_d.png,1,1,0.706845,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,9,1,9,1,0.572965,0,5,5,5,1,Stimuli/practiceStimuliSquare/practice2_s.png,Stimuli/practiceStimuliSquare/practice2_s.png,0,9,0.925685,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,9,1,9,1,0.454595,0,6,6,7,1,Stimuli/practiceStimuliSquare/practice4_s.png,Stimuli/practiceStimuliSquare/practice4_s.png,0,9,0.911185,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,1,1,9,1,0.74601,0,7,7,6,1,Stimuli/practiceStimuliSquare/practice3_s.png,Stimuli/practiceStimuliSquare/practice3_d.png,1,1,0.7042,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,0,2,2,2,1,Stimuli/practiceListSquares.xlsx,Instructions/instr_practice_A.png,Practice trials completed
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,1,1.196215,0,0,0,9,1,Stimuli/testStimuliSquare/6u_s_23_2D.png,Stimuli/testStimuliSquare/6u_d_23_2D.png,1,1,1.28347,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,1,0.807655,0,1,1,23,1,Stimuli/testStimuliSquare/6u_s_24_s_2D.png,Stimuli/testStimuliSquare/6u_d_24_s_2D.png,1,1,1.006345,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,1,0.49161,0,2,2,8,1,Stimuli/testStimuliSquare/6u_s_23_2D.png,Stimuli/testStimuliSquare/6u_s_23_2D.png,0,9,1.172005,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,1,0.83489,0,3,3,21,1,Stimuli/testStimuliSquare/6u_s_23_s_2D.png,Stimuli/testStimuliSquare/6u_d_23_s_2D.png,1,1,1.1982,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,1,0.47523,0,4,4,2,1,Stimuli/testStimuliSquare/6u_s_20_2D.png,Stimuli/testStimuliSquare/6u_s_20_2D.png,0,9,0.852655,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,1,0.49075,0,5,5,14,1,Stimuli/testStimuliSquare/6u_s_20_s_2D.png,Stimuli/testStimuliSquare/6u_s_20_s_2D.png,0,9,0.87028,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,1,0.57335,0,6,6,19,1,Stimuli/testStimuliSquare/6u_s_22_s_2D.png,Stimuli/testStimuliSquare/6u_d_22_s_2D.png,1,1,0.70355,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,1,0.757745,0,7,7,17,1,Stimuli/testStimuliSquare/6u_s_21_s_2D.png,Stimuli/testStimuliSquare/6u_d_21_s_2D.png,1,1,0.596925,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,1,1,9,1,1.016625,0,8,8,11,1,Stimuli/testStimuliSquare/6u_s_24_2D.png,Stimuli/testStimuliSquare/6u_d_24_2D.png,1,1,1.123675,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,1,0.76869,0,9,9,5,1,Stimuli/testStimuliSquare/6u_s_21_2D.png,Stimuli/testStimuliSquare/6u_d_21_2D.png,1,1,0.858965,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,1,0.784275,0,10,10,7,1,Stimuli/testStimuliSquare/6u_s_22_2D.png,Stimuli/testStimuliSquare/6u_d_22_2D.png,1,1,0.615275,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,1,0.798375,0,11,11,13,1,Stimuli/testStimuliSquare/6u_s_19_s_2D.png,Stimuli/testStimuliSquare/6u_d_19_s_2D.png,1,1,1.00991,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,1,0.374345,0,12,12,3,1,Stimuli/testStimuliSquare/6u_s_20_2D.png,Stimuli/testStimuliSquare/6u_d_20_2D.png,1,1,0.53673,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,0,0.619945,0,13,13,20,1,Stimuli/testStimuliSquare/6u_s_23_s_2D.png,Stimuli/testStimuliSquare/6u_s_23_s_2D.png,0,9,1.078405,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,9,1,9,1,0.517415,0,14,14,18,1,Stimuli/testStimuliSquare/6u_s_22_s_2D.png,Stimuli/testStimuliSquare/6u_s_22_s_2D.png,0,9,1.09802,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,1,1,9,1,0.6584,0,15,15,1,1,Stimuli/testStimuliSquare/6u_s_19_2D.png,Stimuli/testStimuliSquare/6u_d_19_2D.png,1,1,0.97917,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,1,1,9,0,0.617485,0,16,16,15,1,Stimuli/testStimuliSquare/6u_s_20_s_2D.png,Stimuli/testStimuliSquare/6u_d_20_s_2D.png,1,1,0.75402,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,1,0,9,1,0.417275,0,17,17,6,1,Stimuli/testStimuliSquare/6u_s_22_2D.png,Stimuli/testStimuliSquare/6u_s_22_2D.png,0,9,1.00518,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,9,1,9,1,0.709595,0,18,18,10,1,Stimuli/testStimuliSquare/6u_s_24_2D.png,Stimuli/testStimuliSquare/6u_s_24_2D.png,0,9,0.994965,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,9,1,9,1,0.887935,0,19,19,22,1,Stimuli/testStimuliSquare/6u_s_24_s_2D.png,Stimuli/testStimuliSquare/6u_s_24_s_2D.png,0,9,0.84258,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,9,1,9,1,0.703635,0,20,20,16,1,Stimuli/testStimuliSquare/6u_s_21_s_2D.png,Stimuli/testStimuliSquare/6u_s_21_s_2D.png,0,9,0.870985,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,9,1,9,1,0.44401,0,21,21,12,1,Stimuli/testStimuliSquare/6u_s_19_s_2D.png,Stimuli/testStimuliSquare/6u_s_19_s_2D.png,0,9,0.6389,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,1,0.42926,0,22,22,4,1,Stimuli/testStimuliSquare/6u_s_21_2D.png,Stimuli/testStimuliSquare/6u_s_21_2D.png,0,9,0.928605,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,9,1,9,1,0.37104,0,23,23,0,1,Stimuli/testStimuliSquare/6u_s_19_2D.png,Stimuli/testStimuliSquare/6u_s_19_2D.png,0,9,0.597495,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,0,3,3,3,1,Stimuli/trialListSquares4.xlsx,Instructions/instr_18.png,Progress: 48 of 192 trials completed
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,1,0.67151,0,0,0,8,1,Stimuli/testStimuliCube/6u_s_11.png,Stimuli/testStimuliCube/6u_s_11.png,0,9,0.929205,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,9,0,9,1,0.637335,0,1,1,23,1,Stimuli/testStimuliCube/6u_s_12_s.png,Stimuli/testStimuliCube/6u_d_12_s.png,1,1,0.71824,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,1,0.49993,0,2,2,4,1,Stimuli/testStimuliCube/6u_s_9.png,Stimuli/testStimuliCube/6u_s_9.png,0,9,0.75821,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,9,0,1,1,0.85032,0,3,3,17,1,Stimuli/testStimuliCube/6u_s_9_s.png,Stimuli/testStimuliCube/6u_d_9_s.png,1,1,0.65035,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,1,0.57007,0,4,4,15,1,Stimuli/testStimuliCube/6u_s_8_s.png,Stimuli/testStimuliCube/6u_d_8_s.png,1,1,0.85459,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,1,0.491615,0,5,5,16,1,Stimuli/testStimuliCube/6u_s_9_s.png,Stimuli/testStimuliCube/6u_s_9_s.png,0,9,1.0123,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,9,1,9,1,1.70379,0,6,6,2,1,Stimuli/testStimuliCube/6u_s_8.png,Stimuli/testStimuliCube/6u_s_8.png,0,9,0.85901,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,1,1,9,1,0.36808,0,7,7,21,1,Stimuli/testStimuliCube/6u_s_11_s.png,Stimuli/testStimuliCube/6u_d_11_s.png,1,1,0.76842,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,1,1,9,1,0.44786,0,8,8,19,1,Stimuli/testStimuliCube/6u_s_10_s.png,Stimuli/testStimuliCube/6u_d_10_s.png,1,1,0.63133,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,1,0,1,1,1.449885,0,9,9,20,1,Stimuli/testStimuliCube/6u_s_11_s.png,Stimuli/testStimuliCube/6u_s_11_s.png,0,9,1.058475,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,9,1,9,1,1.099985,0,10,10,18,1,Stimuli/testStimuliCube/6u_s_10_s.png,Stimuli/testStimuliCube/6u_s_10_s.png,0,9,0.954665,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,1,0.77617,0,11,11,5,1,Stimuli/testStimuliCube/6u_s_9.png,Stimuli/testStimuliCube/6u_d_9.png,1,1,0.86021,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,9,1,9,1,0.396935,0,12,12,22,1,Stimuli/testStimuliCube/6u_s_12_s.png,Stimuli/testStimuliCube/6u_s_12_s.png,0,9,1.207665,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1,1,0.78312,0,13,13,7,1,Stimuli/testStimuliCube/6u_s_10.png,Stimuli/testStimuliCube/6u_d_10.png,1,1,0.77585,,,,,,,,
,,,,,,,18,Male,B,2020-05-02_00h24.32.457,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1,1,0.60581,0,14,14,0,1,Stimuli/testStimuliCube/6u_s_7.png,Stimuli/testStimuliCube/6u_s_7.png,0,9,0.696675,,,,,,,,
